dataset,split,model,seed,group,n_kcs,n_events,auc,acc,nll
junyi,learner_based,dkt,2027,warm,1326,3163548,0.7322483645908582,0.7353398778839455,0.5438443928989767
xes3g5m,learner_based,dkt,2026,strict,3,3,,0.6666666666666666,1.61518588070449
xes3g5m,learner_based,dkt,2026,k5,12,13,0.7380952380952381,0.6153846153846154,1.5374431872786347
xes3g5m,learner_based,dkt,2026,k10,24,34,0.7211538461538463,0.7352941176470589,1.4878840781525764
xes3g5m,learner_based,dkt,2026,warm,806,1284843,0.8136304117831475,0.8296188717220703,0.4029601570855665
xes3g5m,learner_based,dkt,2027,strict,2,4,0.5,0.5,0.7336405490178948
xes3g5m,learner_based,dkt,2027,k5,20,31,0.6842105263157895,0.6451612903225806,1.2119974638132904
xes3g5m,learner_based,dkt,2027,k10,33,63,0.6969135802469135,0.6666666666666666,1.686057247002528
xes3g5m,learner_based,dkt,2027,warm,807,1285799,0.8143520336276585,0.8293248011547684,0.4030390183270698
assist2012,learner_based,simplekt,2026,k5,4,9,,0.6666666666666666,0.326003471808831
assist2012,learner_based,simplekt,2026,k10,5,11,0.3,0.5454545454545454,1.7412256502507566
assist2012,learner_based,simplekt,2026,warm,255,528670,0.6868797433584182,0.7039060283352564,0.7030351426463384
assist2012,learner_based,simplekt,2027,k5,3,6,0.625,0.6666666666666666,1.4091037558015238
assist2012,learner_based,simplekt,2027,k10,4,7,0.5,0.5714285714285714,1.4609656444554937
assist2012,learner_based,simplekt,2027,warm,256,515882,0.6855932203522059,0.7023641065204833,0.709383331279465
junyi,learner_based,simplekt,2026,warm,1326,3244494,0.7183406135361105,0.7218999326243167,0.6449175469325771
junyi,learner_based,simplekt,2027,warm,1326,3163548,0.7198151240737429,0.7264214103911178,0.6168931886139998
xes3g5m,learner_based,simplekt,2026,strict,3,3,,0.3333333333333333,0.9442693975309558
xes3g5m,learner_based,simplekt,2026,k5,12,13,0.6190476190476191,0.6923076923076923,1.8806000284856303
xes3g5m,learner_based,simplekt,2026,k10,24,34,0.5528846153846154,0.7058823529411765,1.763652141590076
xes3g5m,learner_based,simplekt,2026,warm,806,1284843,0.7559753132094134,0.8027611155604225,0.6325191782563128
xes3g5m,learner_based,simplekt,2027,strict,2,4,0.0,0.25,0.7963414624322609
xes3g5m,learner_based,simplekt,2027,k5,20,31,0.7587719298245614,0.7096774193548387,0.946839698298432
xes3g5m,learner_based,simplekt,2027,k10,33,63,0.7345679012345679,0.7301587301587301,1.135265792343524
xes3g5m,learner_based,simplekt,2027,warm,807,1285799,0.7537531417982006,0.8026238937812209,0.6384217653084692
