kc_id,test_events,ECE,dataset,split,fold,train_freq,log_train_freq,n_train_learners,n_train_items,train_correct_rate,difficulty_proxy,median_sequence_position_train
141,1191,0.2517033247175569,xes3g5m,learner_based,0,4260,8.357259153499912,3964,9,0.7161971830985916,0.2838028169014084,0.05657569631626236
142,4390,0.21226967812281372,xes3g5m,learner_based,0,14674,9.593900644696298,6379,35,0.7441052201172141,0.25589477988278586,0.04299534769079089
143,1169,0.05644825790798093,xes3g5m,learner_based,0,4137,8.327967858305488,3755,1,0.9668842156151801,0.03311578438481988,0.030303030303030304
144,2515,0.1964669067155772,xes3g5m,learner_based,0,8509,9.04899722156742,4805,13,0.692090727465037,0.30790927253496303,0.046218487394957986
145,2383,0.25607971928258616,xes3g5m,learner_based,0,8288,9.022684613591526,4351,30,0.6871380308880309,0.31286196911196906,0.06042884990253411
146,2639,0.17465694963296094,xes3g5m,learner_based,0,8839,9.08704215563169,4945,44,0.7841384772033035,0.21586152279669646,0.07458563535911603
147,4235,0.11254320273497476,xes3g5m,learner_based,0,14687,9.594786112860271,6296,22,0.7910396949683394,0.20896030503166063,0.5679702048417132
148,3598,0.17645858016575353,xes3g5m,learner_based,0,11874,9.382190628902842,4996,37,0.8020885969344786,0.19791140306552135,0.10269154462308497
149,1795,0.17940867269038122,xes3g5m,learner_based,0,6016,8.702344075220351,2884,40,0.7308843085106383,0.26911569148936165,0.1747604611123587
15,775,0.10656479909627903,xes3g5m,learner_based,0,2511,7.828834527588089,2298,8,0.8156113102349661,0.18438868976503386,0.31547619047619047
150,1756,0.20923112924250176,xes3g5m,learner_based,0,5858,8.675734219544788,3922,14,0.606691703653124,0.39330829634687603,0.12772733960516863
151,687,0.32418070738329274,xes3g5m,learner_based,0,2339,7.757906208351747,2101,5,0.55622060709705,0.44377939290295,0.09606986899563319
152,1700,0.17553814404022194,xes3g5m,learner_based,0,5544,8.620651899784468,3978,14,0.7599206349206349,0.24007936507936511,0.1277315414875958
153,1263,0.32652056421177994,xes3g5m,learner_based,0,4099,8.318742252692399,3678,6,0.632837277384728,0.36716272261527205,0.10276679841897234
154,2424,0.14247215696953988,xes3g5m,learner_based,0,7761,8.956995311928852,4313,19,0.8239917536399949,0.17600824636000512,0.1384083044982699
155,21152,0.12304750108929502,xes3g5m,learner_based,0,73913,11.210657534190029,10233,100,0.7292357230798371,0.2707642769201629,0.0975609756097561
156,1009,0.2059428250485751,xes3g5m,learner_based,0,3662,8.206037762778815,3640,3,0.7463134898962316,0.2536865101037684,0.1123441588425427
157,5830,0.19059415974424224,xes3g5m,learner_based,0,20870,9.94611591459175,8617,27,0.73310972688069,0.26689027311931,0.44684175531914894
158,676,0.2494415330890789,xes3g5m,learner_based,0,2466,7.810758116529357,2454,2,0.7388483373884833,0.2611516626115167,0.12641218942450627
159,557,0.08817944905116183,xes3g5m,learner_based,0,2038,7.620214770574455,2023,3,0.9018645731108931,0.09813542688910692,0.16453654552878727
16,3626,0.14589869251510829,xes3g5m,learner_based,0,12511,9.434443462785092,5181,29,0.7483014946846774,0.25169850531532256,0.26215644820295986
160,2628,0.1307270329078281,xes3g5m,learner_based,0,9070,9.112837790614945,6097,9,0.8682469680264608,0.13175303197353916,0.15351787144209073
161,3498,0.23075792908564952,xes3g5m,learner_based,0,12619,9.443038136095204,5996,7,0.6468024407639275,0.35319755923607254,0.18803418803418803
162,6088,0.16686601856505798,xes3g5m,learner_based,0,21348,9.968760179152325,9527,35,0.7600712010492786,0.2399287989507214,0.28053551961531
163,1525,0.3115190746865023,xes3g5m,learner_based,0,5587,8.628376720376853,4276,5,0.5573653123321998,0.44263468766780023,0.21544715447154472
164,4721,0.14521668976957897,xes3g5m,learner_based,0,16709,9.72376262158944,5536,24,0.8341013824884793,0.16589861751152069,0.2111801242236025
165,5523,0.014580024549011129,xes3g5m,learner_based,0,19437,9.874985192063416,8972,34,0.8069146473221176,0.1930853526778824,0.2810810810810811
166,17254,0.10630165961137249,xes3g5m,learner_based,0,60567,11.011521979783142,10474,90,0.792246602935592,0.20775339706440799,0.39792387543252594
167,3020,0.14755924931699826,xes3g5m,learner_based,0,10560,9.264923249746474,7567,16,0.7950757575757575,0.20492424242424245,0.4124884535240918
168,9016,0.1454614873947796,xes3g5m,learner_based,0,32159,10.378478723292902,10177,56,0.7810566248950527,0.21894337510494732,0.3176470588235294
169,3812,0.1653270185610188,xes3g5m,learner_based,0,13624,9.519661619531444,6882,14,0.7813417498532003,0.21865825014679974,0.31981019151846785
17,1886,0.013678868887017092,xes3g5m,learner_based,0,6339,8.754634047431272,6120,12,0.8439817005836883,0.15601829941631173,0.7288732394366197
170,8267,0.08558451917414828,xes3g5m,learner_based,0,29397,10.288681923801933,10674,50,0.7605197809300269,0.23948021906997308,0.5248447204968945
171,1412,0.24183377328995334,xes3g5m,learner_based,0,5073,8.531884740159228,4353,2,0.7421643997634536,0.2578356002365464,0.284375
172,5314,0.20169429309751769,xes3g5m,learner_based,0,19164,9.860840977814656,8123,35,0.7083594239198497,0.29164057608015026,0.2402869738241449
173,2033,0.09251683654961325,xes3g5m,learner_based,0,6906,8.840290669088972,5537,17,0.7056183029249927,0.2943816970750073,0.3917666996186979
174,2265,0.14607049128023708,xes3g5m,learner_based,0,7877,8.971829343530851,5776,18,0.807160086327282,0.19283991367271802,0.3921875
175,2352,0.013354380197944247,xes3g5m,learner_based,0,8485,9.04617302576227,3745,14,0.8373600471420153,0.16263995285798472,0.3310344827586207
176,3105,0.23463565083013954,xes3g5m,learner_based,0,11362,9.338117741918008,6520,5,0.6737370181306108,0.3262629818693892,0.7398511316194243
177,8635,0.08220779306233002,xes3g5m,learner_based,0,30867,10.337475327577494,8492,57,0.8005313117568925,0.19946868824310748,0.3627450980392157
178,1630,0.000935496787931917,xes3g5m,learner_based,0,5873,8.678291111758565,4955,2,0.7755831772518305,0.22441682274816954,0.31363636363636366
179,9922,0.11623704762761179,xes3g5m,learner_based,0,35623,10.480774847001538,10039,47,0.7636639249922803,0.2363360750077197,0.32950191570881227
18,29954,0.08274818549836697,xes3g5m,learner_based,0,105754,11.568880377114676,12338,137,0.8328384741948295,0.16716152580517052,0.2937853107344633
180,10779,0.08072306944841856,xes3g5m,learner_based,0,38368,10.555005120873751,8277,56,0.7822925354462051,0.21770746455379486,0.7938853403957002
181,1631,0.23621405382012692,xes3g5m,learner_based,0,5729,8.653470809708786,4572,6,0.6072613021469715,0.3927386978530285,0.3567567567567568
182,2183,0.19454467780582513,xes3g5m,learner_based,0,7662,8.944158830970403,5208,14,0.7393630905768729,0.2606369094231271,0.3677407997628136
183,10448,0.10489022036569383,xes3g5m,learner_based,0,37484,10.531696131937162,7238,58,0.7874026251200512,0.2125973748799488,0.39248790497837505
184,1723,0.2208738582374712,xes3g5m,learner_based,0,6179,8.729073550451737,4579,9,0.7737497977018936,0.22625020229810644,0.33559322033898303
185,1180,0.18710638998501528,xes3g5m,learner_based,0,4299,8.366370301681654,3235,2,0.7769248662479646,0.22307513375203536,0.4125560538116592
186,464,0.22248702523135977,xes3g5m,learner_based,0,1767,7.477604243197589,1765,1,0.7311827956989247,0.26881720430107525,0.4257095158597663
187,6761,0.16996648155213995,xes3g5m,learner_based,0,23444,10.062412531523687,9216,40,0.8206790650059717,0.17932093499402835,0.38699690402476783
188,9061,0.15623347629456813,xes3g5m,learner_based,0,31497,10.357679330734525,10060,62,0.8141727783598438,0.1858272216401562,0.33969465648854963
189,2527,0.06790009080408962,xes3g5m,learner_based,0,8719,9.073374516903025,6430,19,0.9073288221126276,0.09267117788737245,0.6220238095238095
19,210,0.21925702685534598,xes3g5m,learner_based,0,702,6.555356891810665,499,3,0.7749287749287749,0.22507122507122512,0.37018100984439506
190,786,0.15956799545664216,xes3g5m,learner_based,0,2613,7.868636894184167,1860,5,0.7933409873708381,0.20665901262916186,0.4940239043824701
191,1122,0.06777706694309603,xes3g5m,learner_based,0,3865,8.259975659768276,3798,2,0.9435963777490297,0.05640362225097029,0.528604118993135
192,6824,0.055568234640541336,xes3g5m,learner_based,0,24277,10.097325869457748,6205,24,0.9279976932899452,0.07200230671005481,0.5441441441441441
193,2474,0.08484424642537908,xes3g5m,learner_based,0,9039,9.109414453386222,5316,3,0.9132647416749641,0.08673525832503592,0.5135135135135135
194,2116,0.2108922553422996,xes3g5m,learner_based,0,7653,8.942983665985647,4737,4,0.8157585260682085,0.18424147393179147,0.5107632093933464
195,1580,0.04492708236403477,xes3g5m,learner_based,0,5564,8.624252263709645,4288,6,0.9656721782890008,0.03432782171099924,0.5231697854448996
196,1481,0.17831277899814502,xes3g5m,learner_based,0,5326,8.580543506917,3911,10,0.8128051070221555,0.18719489297784453,0.5450900032144005
197,890,0.28876887121598915,xes3g5m,learner_based,0,3154,8.056743774975313,3123,4,0.5047558655675333,0.49524413443246673,0.5293369256099386
198,8763,0.1112442579689309,xes3g5m,learner_based,0,31245,10.349646646971848,6163,54,0.8399423907825252,0.1600576092174748,0.5452830188679245
199,2392,0.08367367102752563,xes3g5m,learner_based,0,8702,9.071423072789514,5026,12,0.841990347046656,0.15800965295334402,0.5357142857142857
2,9680,0.05762825132322266,xes3g5m,learner_based,0,33805,10.428393580510123,10600,41,0.9148055021446532,0.08519449785534683,0.8366013071895425
20,1758,0.15214876416303533,xes3g5m,learner_based,0,5764,8.65956043270316,1447,23,0.7283136710617627,0.2716863289382373,0.3347685833202013
200,6155,0.1087307943740465,xes3g5m,learner_based,0,21194,9.961520583786738,7540,41,0.8453335849768803,0.15466641502311973,0.5444212874250207
201,1031,0.18307105532498077,xes3g5m,learner_based,0,3493,8.158802490694002,2773,1,0.7955911823647295,0.20440881763527052,0.5786350148367952
202,2211,0.10991585763021361,xes3g5m,learner_based,0,7544,8.928640371201949,3924,13,0.8569724284199364,0.14302757158006363,0.5636100893326327
203,4781,0.15411400955240673,xes3g5m,learner_based,0,16221,9.69412362463029,7943,43,0.786449664015782,0.21355033598421802,0.30684931506849317
204,9335,0.09323780284111041,xes3g5m,learner_based,0,33767,10.427268887462334,9602,25,0.8682737584031747,0.13172624159682533,0.6282051282051282
205,3193,0.019871015400252365,xes3g5m,learner_based,0,11378,9.339524830357009,6883,13,0.85867463526103,0.14132536473896995,0.6686686867229397
206,10289,0.10745611712727571,xes3g5m,learner_based,0,36781,10.512763874058926,7555,49,0.8302928142247356,0.16970718577526445,0.6701940035273368
207,3759,0.12820927789014225,xes3g5m,learner_based,0,13524,9.512295103714683,6826,14,0.8531499556344276,0.14685004436557236,0.6730539746649532
208,17665,0.1057039586698354,xes3g5m,learner_based,0,62770,11.047248462361992,10531,102,0.7884180340927195,0.2115819659072805,0.6610169491525424
209,3145,0.17294792657157643,xes3g5m,learner_based,0,11308,9.333354147871328,7358,14,0.7316059426954369,0.2683940573045631,0.7030927835051546
21,138,0.06329114341001574,xes3g5m,learner_based,0,445,6.100318952020064,445,1,0.9101123595505618,0.0898876404494382,0.3373134328358209
210,1347,0.1676537301422638,xes3g5m,learner_based,0,4749,8.465899897028686,4075,6,0.7980627500526427,0.2019372499473573,0.6838487972508591
211,1759,0.05530143372790287,xes3g5m,learner_based,0,6179,8.729073550451737,5398,5,0.8731186276096455,0.12688137239035446,0.6731391585760518
212,4028,0.14254072961639547,xes3g5m,learner_based,0,14502,9.58211080356025,7285,24,0.7554130464763481,0.2445869535236519,0.6915993811854959
213,6786,0.13828926628804464,xes3g5m,learner_based,0,24151,10.092122471386675,9145,43,0.6716078009192166,0.32839219908078343,0.6937984496124031
214,10123,0.1457808745031015,xes3g5m,learner_based,0,36404,10.502461406828811,9385,81,0.712531589935172,0.28746841006482804,0.7096774193548387
215,475,0.1093144562101108,xes3g5m,learner_based,0,1767,7.477604243197589,1767,1,0.8947368421052632,0.10526315789473684,0.6912521440823327
216,1033,0.24081379380679047,xes3g5m,learner_based,0,3733,8.225235324101668,2607,8,0.663273506563086,0.33672649343691397,0.027559055118110236
217,1570,0.09993213156776332,xes3g5m,learner_based,0,5775,8.661466680572662,4046,5,0.6862337662337662,0.3137662337662338,0.723404255319149
218,1539,0.2273280465428765,xes3g5m,learner_based,0,5536,8.619208116822968,4630,5,0.6557080924855492,0.3442919075144508,0.7382863952831964
219,975,0.2153975635527585,xes3g5m,learner_based,0,3525,8.167919362957816,2863,3,0.6635460992907801,0.3364539007092199,0.7377049180327869
22,639,0.15430960570154528,xes3g5m,learner_based,0,2081,7.641084249174914,1174,6,0.802498798654493,0.19750120134550697,0.31412103746397696
220,5874,0.0798065080930414,xes3g5m,learner_based,0,20542,9.930275529292512,7553,27,0.8544932333755233,0.1455067666244767,0.7507936827889257
221,2220,0.156244766224514,xes3g5m,learner_based,0,7673,8.945593270806897,5834,19,0.7436465528476476,0.2563534471523524,0.7237163814180929
222,7139,0.1009519516535668,xes3g5m,learner_based,0,25531,10.147687846375948,6672,27,0.8399592652070033,0.16004073479299674,0.8685897435897436
223,4138,0.07302751861624743,xes3g5m,learner_based,0,14760,9.599743846536997,6735,13,0.9136856368563686,0.08631436314363139,0.8779281751112737
224,1300,0.07179991226635211,xes3g5m,learner_based,0,4684,8.452121194672523,3985,3,0.8834329632792485,0.11656703672075153,0.8758542850470927
225,2507,0.09599036727025198,xes3g5m,learner_based,0,9401,9.148677711584076,4962,4,0.7590681842357196,0.24093181576428035,0.9526813880126183
226,1379,0.10120421468345775,xes3g5m,learner_based,0,5290,8.57376254290413,3972,3,0.8546313799621928,0.14536862003780715,0.9602914156493472
227,3910,0.0660814822265728,xes3g5m,learner_based,0,14549,9.585346272599638,7112,17,0.899099594473847,0.10090040552615298,0.9407114624505929
228,1644,0.25586310276078705,xes3g5m,learner_based,0,5550,8.621733370690162,2825,11,0.6365765765765766,0.3634234234234234,0.02354006820119352
229,3478,0.17177401262917488,xes3g5m,learner_based,0,12150,9.405166749908611,2236,35,0.5745679012345679,0.4254320987654321,0.05555555555555555
23,6029,0.10716022188695071,xes3g5m,learner_based,0,20989,9.951801412814678,8014,31,0.8482538472533232,0.1517461527466768,0.7043795620437956
230,984,0.22401057477740013,xes3g5m,learner_based,0,3163,8.059592328887545,1467,11,0.7337970281378439,0.26620297186215613,0.06626506024096386
231,3855,0.1784046446844596,xes3g5m,learner_based,0,13249,9.491752831414368,6276,30,0.7727375650992527,0.22726243490074727,0.06423982869379015
232,8411,0.180762773954601,xes3g5m,learner_based,0,28123,10.244378583319053,6914,77,0.7095615688226719,0.29043843117732815,0.07112970711297072
233,2177,0.12025478376932508,xes3g5m,learner_based,0,7526,8.926251835034533,2229,12,0.8600850385330853,0.13991496146691473,0.08313248813803437
234,2256,0.0014698551677856217,xes3g5m,learner_based,0,7852,8.968650903374874,2466,19,0.8369842078451349,0.16301579215486506,0.0839100967525625
235,2653,0.004331416019271439,xes3g5m,learner_based,0,9322,9.140239744296693,4028,12,0.8524994636344132,0.1475005363655868,0.0967741935483871
236,3472,0.1753778933690408,xes3g5m,learner_based,0,12133,9.403766708502243,2983,25,0.7427676584521553,0.2572323415478447,0.11538461538461539
237,3870,0.16700350566268163,xes3g5m,learner_based,0,13779,9.53097354456765,7410,27,0.7875027215327672,0.21249727846723276,0.17365269461077845
238,2307,0.18553120507950538,xes3g5m,learner_based,0,8186,9.010302809376448,5989,8,0.7253848033227461,0.27461519667725387,0.7932536860569857
239,2473,0.09245050477142958,xes3g5m,learner_based,0,8518,9.05005424204284,4589,27,0.8419816858417469,0.15801831415825307,0.543772810218978
24,19992,0.0914641778822415,xes3g5m,learner_based,0,70202,11.159146324143522,11372,75,0.8709865815788724,0.12901341842112757,0.45429362880886426
240,2572,0.15016504570855005,xes3g5m,learner_based,0,8523,9.050640993218508,4645,32,0.7724979467323713,0.22750205326762873,0.2037037037037037
241,3396,0.16316622199688602,xes3g5m,learner_based,0,11976,9.390743422947507,7196,20,0.7791416165664663,0.2208583834335337,0.4753303773256825
242,2158,0.16050137025098404,xes3g5m,learner_based,0,7010,8.855235623206967,3046,25,0.6845934379457917,0.31540656205420825,0.5494195113498527
243,2496,0.1445796201671609,xes3g5m,learner_based,0,8307,9.024974184996003,2999,14,0.8394125436378957,0.16058745636210425,0.16885553470919323
244,1786,0.173939047190673,xes3g5m,learner_based,0,6126,8.720460512725655,3990,14,0.8403525954946132,0.15964740450538684,0.20380049650191828
245,451,0.26144038382561935,xes3g5m,learner_based,0,1502,7.315218389752975,1448,3,0.7509986684420772,0.2490013315579228,0.22105719755893263
246,507,0.1632127160445348,xes3g5m,learner_based,0,1609,7.383989457978509,1503,3,0.783716594157862,0.216283405842138,0.22278481012658227
247,1271,0.17901362432144768,xes3g5m,learner_based,0,4472,8.405814603432848,4455,6,0.7938282647584973,0.20617173524150267,0.8461538461538461
248,2935,0.08299470705236117,xes3g5m,learner_based,0,10266,9.236690147298965,5409,23,0.8653808688875901,0.13461913111240986,0.35191090555014604
249,1724,0.15303589037042584,xes3g5m,learner_based,0,6153,8.724857555881988,2582,23,0.7802697870957257,0.2197302129042743,0.3145299145299145
25,2035,0.17780786333784415,xes3g5m,learner_based,0,6718,8.81269461292015,4827,15,0.7499255730872283,0.2500744269127717,0.20155038759689922
250,1173,0.10460967548480953,xes3g5m,learner_based,0,3938,8.278682162970906,2222,7,0.8285931945149823,0.17140680548501774,0.3186626932389644
251,1155,0.14778121516615747,xes3g5m,learner_based,0,3987,8.291045131081729,3976,4,0.8274391773263106,0.17256082267368944,0.4338235294117647
252,5748,0.15317567315492117,xes3g5m,learner_based,0,20363,9.921523915022227,7742,37,0.7781269950400236,0.22187300495997642,0.5597345132743363
253,1990,0.12746803186872688,xes3g5m,learner_based,0,6721,8.81314100828505,4735,19,0.7973515845856272,0.20264841541437284,0.4515366430260047
254,337,0.12105467030019892,xes3g5m,learner_based,0,1073,6.97914527506881,1073,2,0.8462255358807083,0.15377446411929174,0.3747016706443914
255,369,0.046276130593009876,xes3g5m,learner_based,0,1221,7.108244139731541,1219,5,0.9426699426699426,0.05733005733005736,0.3787878787878788
256,1006,0.0019874699063152645,xes3g5m,learner_based,0,3398,8.131236549696116,2122,6,1.0,0.0,0.4131280657563304
257,16828,0.10146540900317971,xes3g5m,learner_based,0,60349,11.007916226525678,6900,93,0.7730202654559314,0.2269797345440686,0.4553072625698324
258,3959,0.16008078939996306,xes3g5m,learner_based,0,13745,9.52850315168155,4498,25,0.7428155692979265,0.25718443070207353,0.42546063651591287
259,808,0.18491580821256043,xes3g5m,learner_based,0,2820,7.944846711001996,2200,5,0.6531914893617021,0.3468085106382979,0.4070867240176703
26,2006,0.14413919017763005,xes3g5m,learner_based,0,7140,8.87360810154911,5429,9,0.8025210084033614,0.19747899159663862,0.2196969696969697
260,6138,0.11191588097100835,xes3g5m,learner_based,0,21692,9.984744906843062,5194,51,0.7848976581228102,0.2151023418771898,0.47121535181236673
261,4151,0.07344358662038798,xes3g5m,learner_based,0,14459,9.579141495712756,2714,18,0.7364962998824262,0.26350370011757385,0.44089456869009586
262,2244,0.09983262158897105,xes3g5m,learner_based,0,8060,8.9947928972836,2511,10,0.8660049627791563,0.13399503722084372,0.4736362764835586
263,5865,0.06314328403007885,xes3g5m,learner_based,0,20536,9.929983416340093,2802,33,0.8265971951694585,0.1734028048305415,0.4836823729759593
264,2121,0.14962166097153012,xes3g5m,learner_based,0,7365,8.904630097005011,2606,20,0.7674134419551935,0.23258655804480655,0.49310872894333846
265,1848,0.11083078888538325,xes3g5m,learner_based,0,6472,8.77539495854551,4792,16,0.8759270704573547,0.12407292954264526,0.40936171056414117
266,11175,0.07101866774643839,xes3g5m,learner_based,0,41099,10.623763400484325,7792,69,0.8421616097715273,0.15783839022847268,0.9670886075949368
267,356,0.010192051026224575,xes3g5m,learner_based,0,1309,7.177782416195197,1306,4,0.6913674560733384,0.3086325439266616,0.5111561866125761
268,377,0.13012189633152665,xes3g5m,learner_based,0,1423,7.261225091971921,1423,1,0.8812368236120871,0.1187631763879129,0.5173501577287066
269,246,0.14494558716026262,xes3g5m,learner_based,0,787,6.669498089857879,787,4,0.8487928843710292,0.15120711562897082,0.5253623188405797
27,98,0.12230211998126944,xes3g5m,learner_based,0,349,5.857933154483459,345,5,0.7593123209169055,0.24068767908309452,0.4101010101010101
270,905,0.1900218888283682,xes3g5m,learner_based,0,3164,8.059908334578276,1743,21,0.6235777496839444,0.3764222503160556,0.9710743801652892
271,2101,0.11994384626358365,xes3g5m,learner_based,0,7520,8.925454386826402,2756,6,0.8696808510638298,0.13031914893617025,0.5734229114232362
272,4636,0.14548898853248707,xes3g5m,learner_based,0,16501,9.711236864664288,7434,41,0.8142536815950548,0.18574631840494515,0.6449704142011834
273,207,0.0626525272781722,xes3g5m,learner_based,0,658,6.490723534502507,658,1,0.8951367781155015,0.10486322188449848,0.6498669996966041
274,217,0.16270811826662343,xes3g5m,learner_based,0,827,6.71901315438526,768,4,0.8222490931076178,0.17775090689238215,0.671604938271605
275,316,0.12108350739389938,xes3g5m,learner_based,0,1053,6.960347729101308,910,6,0.8281101614434948,0.1718898385565052,0.697029702970297
276,419,0.14380743229197146,xes3g5m,learner_based,0,1475,7.297091005160418,1172,11,0.7810169491525424,0.21898305084745762,0.6790393013100436
277,1694,0.10858200891042366,xes3g5m,learner_based,0,6072,8.711607995897575,2465,11,0.8496376811594203,0.1503623188405797,0.7427339478496571
278,470,2.013475254915483e-06,xes3g5m,learner_based,0,1733,7.458186157340487,1733,1,0.964800923254472,0.035199076745528024,0.7591522157996147
279,842,0.04365217166724939,xes3g5m,learner_based,0,2926,7.9817332866918855,2376,14,0.84107997265892,0.15892002734108002,0.7704682832749252
28,808,0.0851297275232967,xes3g5m,learner_based,0,2792,7.934871565945177,1434,19,0.8631805157593123,0.13681948424068768,0.2628006668254346
280,477,0.1292612207741076,xes3g5m,learner_based,0,1519,7.326465613840322,929,9,0.8341013824884793,0.16589861751152069,0.8395061728395061
281,78,0.12364956696565524,xes3g5m,learner_based,0,301,5.71042701737487,298,3,0.8504983388704319,0.1495016611295681,0.7450199203187251
282,489,0.046420300660798705,xes3g5m,learner_based,0,1849,7.52294091807237,1302,4,0.8685776095186587,0.1314223904813413,0.8708133971291866
283,1248,0.13212850000798848,xes3g5m,learner_based,0,4464,8.4040244933106,2824,7,0.7712813620071685,0.22871863799283154,0.814105666465013
284,479,0.1599397090707713,xes3g5m,learner_based,0,1648,7.407924322559599,1303,10,0.7797330097087378,0.22026699029126218,0.7592705404561074
285,1194,0.12622684336156867,xes3g5m,learner_based,0,4293,8.364973978438726,3924,10,0.8208711856510599,0.17912881434894012,0.7520891364902507
286,171,0.03855189302719508,xes3g5m,learner_based,0,508,6.2324480165505225,428,6,0.8779527559055118,0.1220472440944882,0.3972999946053838
287,690,0.1715657636057586,xes3g5m,learner_based,0,2364,7.768533300926033,1606,7,0.7516920473773265,0.24830795262267347,0.13846579630477934
288,557,0.10526793299884911,xes3g5m,learner_based,0,1730,7.456454555176209,1466,4,0.8445086705202313,0.15549132947976874,0.866940688719699
289,248,0.1908544276220416,xes3g5m,learner_based,0,800,6.68586094706836,674,3,0.78,0.21999999999999997,0.7310442477876107
29,1203,0.10805261450782312,xes3g5m,learner_based,0,3954,8.282735880201754,1386,21,0.7971674253920081,0.20283257460799187,0.31899641577060933
290,493,0.07409835373038855,xes3g5m,learner_based,0,1706,7.442492722794441,1705,2,0.9261430246189918,0.07385697538100822,0.8912417549840658
291,983,0.21654543052602748,xes3g5m,learner_based,0,3352,8.117610746466228,1748,10,0.6076968973747017,0.39230310262529833,0.8760783074291664
292,794,0.17915705439176594,xes3g5m,learner_based,0,2862,7.959625305098115,2209,3,0.7840670859538784,0.21593291404612158,0.9087945911817321
293,628,0.17411474079956973,xes3g5m,learner_based,0,2290,7.736743682453495,2097,2,0.7602620087336245,0.23973799126637552,0.904
294,1124,0.028023159724170747,xes3g5m,learner_based,0,3923,8.274866820685254,1998,9,0.6089727249553912,0.39102727504460877,0.9283276450511946
295,537,0.06258414130011859,xes3g5m,learner_based,0,1955,7.578656850594762,1950,1,0.9447570332480818,0.0552429667519182,0.9438202247191011
296,737,8.500067513700151e-07,xes3g5m,learner_based,0,2626,7.87359778968554,2128,4,0.6355674028941356,0.3644325971058644,0.9481461887516907
297,339,1.9015320373146742e-06,xes3g5m,learner_based,0,1188,7.080867896690782,1185,1,0.8585858585858586,0.14141414141414144,0.9578313253012049
298,167,0.31786891142140605,xes3g5m,learner_based,0,575,6.3561076606958915,553,2,0.591304347826087,0.408695652173913,0.9615384615384616
299,888,0.1789558245442537,xes3g5m,learner_based,0,3110,8.042699496897637,3035,11,0.7392282958199357,0.26077170418006435,0.9642201402154102
3,3357,0.1731541393243447,xes3g5m,learner_based,0,11205,9.32420462812523,3687,24,0.7282463186077643,0.27175368139223566,0.2045028142589118
30,4081,0.15844370154342144,xes3g5m,learner_based,0,14188,9.560222295507314,5023,36,0.8297152523259093,0.17028474767409074,0.07950799011947371
300,1145,0.09255158966348988,xes3g5m,learner_based,0,3959,8.283999304248526,3806,7,0.8827986865370043,0.11720131346299567,0.8658892128279884
301,3679,0.07038932067714734,xes3g5m,learner_based,0,13042,9.476006870370282,5754,25,0.922557889894188,0.07744211010581203,0.8461538461538461
302,372,0.17242511794717752,xes3g5m,learner_based,0,1357,7.213768308118642,1314,5,0.8039793662490788,0.19602063375092116,0.18322981366459629
303,2592,0.24938843271942618,xes3g5m,learner_based,0,9427,9.151439264056021,6074,6,0.5757929351861674,0.42420706481383263,0.18732782369146006
304,1012,0.18740673846599093,xes3g5m,learner_based,0,3501,8.161089512845797,3174,3,0.7743501856612397,0.2256498143387603,0.10746268656716418
305,311,0.18484160266056732,xes3g5m,learner_based,0,1063,6.96979066990159,1034,7,0.7262464722483537,0.2737535277516463,0.152
306,307,0.23713587484588308,xes3g5m,learner_based,0,999,6.907755278982137,908,7,0.6526526526526526,0.3473473473473474,0.04081632653061224
307,3383,0.1796790868635233,xes3g5m,learner_based,0,11692,9.366745651140318,5570,13,0.8031132398221006,0.1968867601778994,0.15275252525252525
308,466,0.1019854460005438,xes3g5m,learner_based,0,1525,7.330405211844402,1453,13,0.8885245901639345,0.11147540983606552,0.08588957055214724
309,22,0.1003711779009212,xes3g5m,learner_based,0,60,4.110873864173311,59,1,0.85,0.15000000000000002,0.13233109595070422
31,1461,0.04983760130947558,xes3g5m,learner_based,0,5240,8.564267598802166,3278,14,0.8604961832061069,0.13950381679389312,0.17596536640508528
310,391,0.19753995565983384,xes3g5m,learner_based,0,1171,7.066466970136958,815,10,0.740392826643894,0.25960717335610595,0.20491803278688525
311,2438,0.14893470830093541,xes3g5m,learner_based,0,7936,8.979290649090876,3047,18,0.7700352822580645,0.2299647177419355,0.43613020983435574
312,195,0.21041841458481475,xes3g5m,learner_based,0,614,6.421622267806518,583,6,0.7687296416938111,0.23127035830618892,0.0437037037037037
313,3259,0.14685872046732792,xes3g5m,learner_based,0,11035,9.308917935337176,3330,26,0.667149977344812,0.33285002265518804,0.1774960380348653
314,225,0.273718659056273,xes3g5m,learner_based,0,717,6.576469569048224,662,8,0.6373779637377964,0.3626220362622036,0.06116207951070336
315,363,0.22798292261109612,xes3g5m,learner_based,0,1247,7.129297548929373,1238,3,0.7594226142742582,0.24057738572574183,0.18333333333333332
316,161,0.0001252101576156,xes3g5m,learner_based,0,536,6.285998094508865,536,1,0.5373134328358209,0.4626865671641791,0.1919183673469388
317,493,0.08050948564294311,xes3g5m,learner_based,0,1601,7.379008127628304,1197,2,0.8888194878201124,0.11118051217988756,0.18835616438356165
318,321,0.18636818139195865,xes3g5m,learner_based,0,1079,6.984716320118266,1009,2,0.7052826691380908,0.2947173308619092,0.20600858369098712
319,93,0.17073708973570445,xes3g5m,learner_based,0,392,5.973809611869261,303,6,0.8086734693877551,0.19132653061224492,0.1962924907954448
