dataset,model,bucket,n_kcs_mean,n_events_mean,auc_mean,acc_mean,nll_mean,rmse_mean,ece_mean,brier_mean,uncertainty_mean,reliability_mean,resolution_mean,n_kcs_std,n_events_std,auc_std,acc_std,nll_std,rmse_std,ece_std,brier_std,uncertainty_std,reliability_std,resolution_std,n_partitions
xes3g5m,dkt,dense,498.0,1269345.0,0.8176869211661991,0.8319734729467217,0.3903620308890523,0.34978016958955516,0.037816681055561185,0.12234731841515897,0.16223016073888946,0.002666617912509256,0.04201526037739591,0.816496580927726,1728.7812662875158,0.000902363373634164,0.0015038549954271914,0.0020441402086200165,0.001232867183069645,0.0005410653115683141,0.000861714965667301,0.0018320145953327407,0.00018736816597541263,0.0009391581193329142,4
xes3g5m,dkt,medium,173.25,12888.75,0.8607624703956605,0.8434230742727817,0.4307939077909252,0.34440968678236433,0.07875783858135774,0.11862853240716906,0.16945421644394687,0.010238571788863799,0.060061680867552814,1.5000000000000007,170.8827570782572,0.00298429759712736,0.005633233381983932,0.009708544311257027,0.003714112184060839,0.0012948026928322953,0.0025463688412263167,0.003234326991255903,0.000800089047901273,0.0015621733087653714,4
xes3g5m,dkt,sparse,120.5,1969.25,0.8579077309077637,0.8252906209502188,0.6129938540642643,0.3728869529402258,0.1138734356930124,0.1391035687620572,0.18563549331638846,0.017958940223599538,0.06318300165224487,1.7320508075688772,158.3485080447555,0.008749494393858555,0.0095747723301023,0.04415488844942228,0.008485467753900907,0.00539190048357934,0.0063260446612232795,0.004768037558723678,0.001119102203934981,0.0040400421016897085,4
xes3g5m,dkt,strict_cold_start,4.25,5.0,0.5119047619047619,0.5138888888888888,0.7033497645374078,0.504614560626946,0.3921915656990475,0.25504677922230745,0.16126543209876543,0.18305674976059316,0.08950617283950618,1.8929694486000912,2.70801280154532,0.26805548212375485,0.20600551353043509,0.04192523730994801,0.020709576828644636,0.1489903553908519,0.020823408653676108,0.11214581666064298,0.09267176256993236,0.11205021518932931,4
xes3g5m,dkt,very_sparse,38.5,114.25,0.8396712287363255,0.8033391213614188,0.89445294105788,0.400657957513923,0.17295386868120782,0.16366945722325768,0.19732249726798068,0.04884393680514759,0.08161984535262135,3.1091263510296048,22.51480994071828,0.06645424133986375,0.06142992523107405,0.3166685241957611,0.0646876442661863,0.057570555644227736,0.05412231815623918,0.02047267335017187,0.026911526879617873,0.027033262036807885,4
xes3g5m,irt_1pl,dense,498.0,1269345.0,0.5,0.7962477576312736,0.5055686045277741,0.402785434387978,0.0024758215938785466,0.16223995082485557,0.16223016073888946,9.790085966105358e-06,0.0,0.816496580927726,1728.7812662875158,0.0,0.0030779559348608457,0.004182108329996568,0.0022641171181375886,0.0022091909232084803,0.001819395525431491,0.0018320145953327407,1.354503592129577e-05,0.0,4
xes3g5m,irt_1pl,medium,173.25,12888.75,0.5,0.7837632429906727,0.5225728188991003,0.4118499191422874,0.012229679257072135,0.16963298314974334,0.16945421644394687,0.00017876670579648985,0.0,1.5000000000000007,170.8827570782572,0.0,0.005681019095149246,0.007769423103848103,0.004103210488498014,0.006239834513364321,0.0033744713492016437,0.003234326991255903,0.00014197431077683182,0.0,4
xes3g5m,irt_1pl,sparse,120.5,1969.25,0.5,0.7535741242383593,0.5636743354072974,0.4329825999277082,0.04241879800938539,0.18750479931609204,0.18563549331638846,0.0018693059997035573,0.0,1.7320508075688772,158.3485080447555,0.0,0.009285845885764525,0.012736891016102809,0.0064153436836191955,0.009657575620034903,0.005527810137826163,0.004768037558723678,0.0007648278013229417,0.0,4
xes3g5m,irt_1pl,strict_cold_start,4.25,5.0,0.5,0.6527777777777778,0.7013970613453676,0.4656670848160723,0.24556230134398166,0.24733554038219785,0.16126543209876543,0.08607010828343241,0.0,1.8929694486000912,2.70801280154532,0.0,0.2952818281315181,0.40216617753839806,0.20162574736740607,0.18536186030601495,0.17485386195187785,0.11214581666064298,0.09276660569051687,0.0,4
xes3g5m,irt_1pl,very_sparse,38.5,114.25,0.5,0.7266388984029544,0.6003648036021506,0.45039629672669323,0.06935402384479042,0.2034564981881212,0.19732249726798068,0.006134000920140505,0.0,3.1091263510296048,22.51480994071828,0.0,0.04183001255422029,0.05699100840441499,0.02827658826666088,0.042016192064119724,0.024776355262179996,0.02047267335017187,0.004385932653295428,0.0,4
