dataset,model,n_events_mean,auc_mean,acc_mean,nll_mean,rmse_mean,n_events_std,auc_std,acc_std,nll_std,rmse_std,n_partitions
xes3g5m,dkt,1284322.25,0.8180076278857836,0.8320749155994045,0.39115133056875967,0.34976883345802545,1452.2695743789034,0.0009059379903257354,0.0015330383184657057,0.002072521994981552,0.00125393041322911,4
xes3g5m,irt_1pl,1284322.25,0.5,0.7960509590599758,0.5058366065466768,0.4029300156527472,1452.2695743789034,0.0,0.0030924301296028855,0.004202509823884689,0.002274186448718407,4
xes3g5m,simplekt,1284322.25,0.753614464539991,0.8056912510277736,0.632080233621967,0.394903309752208,1452.2695743789034,0.0009662525365789585,0.002919539950387344,0.0037432493140313284,0.0022639525493174154,4
