dataset,split_mode,model,seed,group,n_kcs,n_events,auc,acc,nll,rmse,ece,brier,reliability,resolution
junyi,temporal,dkt,2025,k5,4,2545,0.560258367586612,0.524950884086444,0.687250987024493,0.49706026253311875,0.027888730853386137,0.2470689045894929,0.0028922792841227568,0.006207186490365436
junyi,temporal,dkt,2025,k10,4,2545,0.560258367586612,0.524950884086444,0.687250987024493,0.49706026253311875,0.027888730853386137,0.2470689045894929,0.0028922792841227568,0.006207186490365436
junyi,temporal,dkt,2025,warm,1319,3240570,0.6946385866398013,0.7153186013571686,0.6333013295619864,0.44643776965614823,0.07685591718049663,0.19930668217555605,0.010277138060815639,0.021317774713835714
junyi,temporal,dkt,2026,strict,4,2545,0.4571276694378342,0.47347740667976423,0.6974298612498302,0.5021311287924124,0.012462394984625598,0.2521356705023422,0.0025190234367484924,0.0015287966469769993
junyi,temporal,dkt,2026,k5,4,2545,0.4571276694378342,0.47347740667976423,0.6974298612498302,0.5021311287924124,0.012462394984625598,0.2521356705023422,0.0025190234367484924,0.0015287966469769993
junyi,temporal,dkt,2026,k10,4,2545,0.4571276694378342,0.47347740667976423,0.6974298612498302,0.5021311287924124,0.012462394984625598,0.2521356705023422,0.0025190234367484924,0.0015287966469769993
junyi,temporal,dkt,2026,warm,1319,3240570,0.6933002844678495,0.7150399466760478,0.6389068627297227,0.44687825987058244,0.0772242506441815,0.1997001791449598,0.010505939569107557,0.02113995737561414
junyi,temporal,dkt,2027,strict,4,2545,0.5355020551967117,0.5245579567779961,0.6923234474727915,0.49958559722808354,0.060097840680120536,0.24958576895774093,0.0054813845460045954,0.0054701120701480905
junyi,temporal,dkt,2027,k5,4,2545,0.5355020551967117,0.5245579567779961,0.6923234474727915,0.49958559722808354,0.060097840680120536,0.24958576895774093,0.0054813845460045954,0.0054701120701480905
junyi,temporal,dkt,2027,k10,4,2545,0.5355020551967117,0.5245579567779961,0.6923234474727915,0.49958559722808354,0.060097840680120536,0.24958576895774093,0.0054813845460045954,0.0054701120701480905
junyi,temporal,dkt,2027,warm,1319,3240570,0.693388766747139,0.7157895061671249,0.6385233384206365,0.4467376349146939,0.07719779195689537,0.19957451444917435,0.010438597026601413,0.02123271375045665
junyi,temporal,dkt,42,strict,4,2545,0.47622956392743454,0.4986247544204322,1.1290404794630884,0.5997208877615011,0.29048842163308214,0.35966514321744303,0.10967676691949084,0.0009104544240738995
junyi,temporal,dkt,42,k5,4,2545,0.47622956392743454,0.4986247544204322,1.1290404794630884,0.5997208877615011,0.29048842163308214,0.35966514321744303,0.10967676691949084,0.0009104544240738995
junyi,temporal,dkt,42,k10,4,2545,0.47622956392743454,0.4986247544204322,1.1290404794630884,0.5997208877615011,0.29048842163308214,0.35966514321744303,0.10967676691949084,0.0009104544240738995
junyi,temporal,dkt,42,warm,1319,3240570,0.5003845612738151,0.6237973566378754,0.8313550086741308,0.5164603661809336,0.19467516392309006,0.266731309835744,0.05610865550741747,6.86054541631852e-07
junyi,temporal,dkt,42,strict,4,2545,0.5902735111413295,0.5611001964636543,0.6862097388100993,0.49648727799590864,0.04942486101143019,0.24649961721178665,0.005069797383147545,0.007962990881738165
junyi,temporal,dkt,42,k5,4,2545,0.5902735111413295,0.5611001964636543,0.6862097388100993,0.49648727799590864,0.04942486101143019,0.24649961721178665,0.005069797383147545,0.007962990881738165
junyi,temporal,dkt,42,k10,4,2545,0.5902735111413295,0.5611001964636543,0.6862097388100993,0.49648727799590864,0.04942486101143019,0.24649961721178665,0.005069797383147545,0.007962990881738165
junyi,temporal,dkt,42,warm,1319,3240570,0.6948754954866014,0.7149668113942917,0.6180058178315414,0.44519723659108285,0.07463965285786789,0.19820057946833658,0.009155587512095248,0.021268774155543232
junyi,temporal,simplekt,2024,strict,4,2545,0.3716861884599932,0.3941060903732809,0.7023077064517235,0.5045541317407332,0.016361904870316205,0.25457487185664507,0.004489286818362015,0.0030764048899946032
junyi,temporal,simplekt,2024,k5,4,2545,0.3716861884599932,0.3941060903732809,0.7023077064517235,0.5045541317407332,0.016361904870316205,0.25457487185664507,0.004489286818362015,0.0030764048899946032
junyi,temporal,simplekt,2024,k10,4,2545,0.3716861884599932,0.3941060903732809,0.7023077064517235,0.5045541317407332,0.016361904870316205,0.25457487185664507,0.004489286818362015,0.0030764048899946032
junyi,temporal,simplekt,2024,warm,1319,3240570,0.7113570974304224,0.7150782115492028,0.6927052855248692,0.4477584557813189,0.10431504530584744,0.2004876347236713,0.01546517242106214,0.02514694681593202
junyi,temporal,simplekt,2025,strict,4,2545,0.5365531415149736,0.5394891944990177,0.6906772505992167,0.49876557732120763,0.03734186989619366,0.24876710112055755,0.008930275253825648,0.009906756037349201
junyi,temporal,simplekt,2025,k5,4,2545,0.5365531415149736,0.5394891944990177,0.6906772505992167,0.49876557732120763,0.03734186989619366,0.24876710112055755,0.008930275253825648,0.009906756037349201
junyi,temporal,simplekt,2025,k10,4,2545,0.5365531415149736,0.5394891944990177,0.6906772505992167,0.49876557732120763,0.03734186989619366,0.24876710112055755,0.008930275253825648,0.009906756037349201
junyi,temporal,simplekt,2025,warm,1319,3240570,0.714312384959266,0.716610040826151,0.672286675200524,0.4450669631845903,0.10086338971036168,0.19808460171835346,0.01380482732664649,0.025856161056681898
junyi,temporal,simplekt,2026,strict,4,2545,0.48676700559384367,0.5540275049115914,0.6956914716224112,0.5012594953743648,0.06042479944135447,0.25126108170296285,0.010489697107597564,0.008039921716190772
junyi,temporal,simplekt,2026,k5,4,2545,0.48676700559384367,0.5540275049115914,0.6956914716224112,0.5012594953743648,0.06042479944135447,0.25126108170296285,0.010489697107597564,0.008039921716190772
junyi,temporal,simplekt,2026,k10,4,2545,0.48676700559384367,0.5540275049115914,0.6956914716224112,0.5012594953743648,0.06042479944135447,0.25126108170296285,0.010489697107597564,0.008039921716190772
junyi,temporal,simplekt,2026,warm,1319,3240570,0.7125670661068237,0.7172000604831866,0.6812367785751369,0.44633242993569694,0.10227217965480455,0.19921263801230382,0.014480708634729741,0.02539460688107399
junyi,temporal,simplekt,2027,strict,4,2545,0.5493333745402849,0.5532416502946955,0.6906876800678081,0.4987692412678989,0.016772108555776943,0.24877075603495552,0.0029470061025889515,0.002641656405109423
junyi,temporal,simplekt,2027,k5,4,2545,0.5493333745402849,0.5532416502946955,0.6906876800678081,0.4987692412678989,0.016772108555776943,0.24877075603495552,0.0029470061025889515,0.002641656405109423
junyi,temporal,simplekt,2027,k10,4,2545,0.5493333745402849,0.5532416502946955,0.6906876800678081,0.4987692412678989,0.016772108555776943,0.24877075603495552,0.0029470061025889515,0.002641656405109423
junyi,temporal,simplekt,2027,warm,1319,3240570,0.7097056002205894,0.7123080198853905,0.6822555968914593,0.44882101510034833,0.10718452373040951,0.20144030359570708,0.01595256135682459,0.02468032041474929
junyi,temporal,simplekt,42,strict,4,2545,0.493131625305189,0.4931237721021611,1.3209874602137919,0.6040804910649357,0.30837364070838374,0.3649132396852538,0.11693686695024721,0.0015594550090713252
junyi,temporal,simplekt,42,k5,4,2545,0.493131625305189,0.4931237721021611,1.3209874602137919,0.6040804910649357,0.30837364070838374,0.3649132396852538,0.11693686695024721,0.0015594550090713252
junyi,temporal,simplekt,42,k10,4,2545,0.493131625305189,0.4931237721021611,1.3209874602137919,0.6040804910649357,0.30837364070838374,0.3649132396852538,0.11693686695024721,0.0015594550090713252
junyi,temporal,simplekt,42,warm,1319,3240570,0.4998215011438943,0.600032401707107,0.9900166201967314,0.5316537001559639,0.22683706863601305,0.28265565688952754,0.0720338683495035,9.934460916640718e-07
junyi,temporal,simplekt,42,strict,4,2545,0.5052677936767933,0.550098231827112,0.7006872879840036,0.5036115534342136,0.0840679098557395,0.2536245967524218,0.015503575061681497,0.010573728341497378
junyi,temporal,simplekt,42,k5,4,2545,0.5052677936767933,0.550098231827112,0.7006872879840036,0.5036115534342136,0.0840679098557395,0.2536245967524218,0.015503575061681497,0.010573728341497378
junyi,temporal,simplekt,42,k10,4,2545,0.5052677936767933,0.550098231827112,0.7006872879840036,0.5036115534342136,0.0840679098557395,0.2536245967524218,0.015503575061681497,0.010573728341497378
junyi,temporal,simplekt,42,warm,1319,3240570,0.7166937600074078,0.719908534609652,0.6319184152008035,0.44103358018278055,0.09114957689546942,0.19451061884884113,0.010871425817958425,0.026430129618816103
xes3g5m,learner_based,bkt,2024,strict,1,1,,1.0,0.6931471805599453,0.5,0.5,0.25,0.25,0.0
xes3g5m,learner_based,bkt,2024,k5,4,5,1.0,1.0,0.5545177444479564,0.4472135954999579,0.4,0.2,0.2,0.16
xes3g5m,learner_based,bkt,2024,k10,5,6,0.9,0.8333333333333334,6.218560852858411,0.5773502691896255,0.5,0.3333333333333333,0.25,0.05555555555555555
xes3g5m,learner_based,bkt,2024,warm,585,769955,0.5,0.18805774363436825,28.043492038191797,0.9010783852504899,0.8119422563656318,0.8119422563656318,0.6592502276721133,0.0
xes3g5m,learner_based,bkt,2025,strict,2,2,0.5,0.5,0.6931471805599453,0.5,0.0,0.25,0.0,0.0
xes3g5m,learner_based,bkt,2025,k5,4,4,0.5,0.5,0.6931471805599453,0.5,0.0,0.25,0.0,0.0
xes3g5m,learner_based,bkt,2025,k10,6,6,0.25,0.3333333333333333,11.975023585343527,0.707106781186547,0.3333333333333333,0.5,0.3333333333333333,0.05555555555555555
xes3g5m,learner_based,bkt,2025,warm,587,770759,0.5,0.19294747125885003,27.874606829137804,0.8983610236097448,0.80705252874115,0.80705252874115,0.6513337841474847,0.0
xes3g5m,learner_based,bkt,42,strict,1,1,,1.0,0.6931471805599453,0.5,0.5,0.25,0.25,0.0
xes3g5m,learner_based,bkt,42,k5,4,5,1.0,1.0,0.5545177444479564,0.4472135954999579,0.4,0.2,0.2,0.16
xes3g5m,learner_based,bkt,42,k10,5,6,0.9,0.8333333333333334,6.218560852858411,0.5773502691896255,0.5,0.3333333333333333,0.25,0.05555555555555555
xes3g5m,learner_based,bkt,42,warm,585,769955,0.5,0.18805774363436825,28.043492038191797,0.9010783852504899,0.8119422563656318,0.8119422563656318,0.6592502276721133,0.0
xes3g5m,learner_based,dkt,2024,strict,1,1,,0.0,0.8213509199218076,0.5601629316806793,0.5601629316806793,0.3137825100290934,0.3137825100290934,0.0
xes3g5m,learner_based,dkt,2024,k5,10,14,0.7333333333333333,0.6428571428571429,1.0560394947522036,0.5094887986356633,0.3406868583835083,0.2595788359352115,0.16466132126963898,0.13435374149659862
xes3g5m,learner_based,dkt,2024,k10,25,46,0.7388888888888889,0.7391304347826086,1.0318894958455196,0.4603196395129481,0.2578381819433992,0.21189417052133044,0.10703326244343846,0.06266388194402096
xes3g5m,learner_based,dkt,2024,warm,807,1282376,0.8183873126456205,0.8350787912437538,0.38644368532320156,0.34697482347384534,0.037412123911397435,0.12039152812470615,0.0024934482345315197,0.04121916599729851
xes3g5m,learner_based,dkt,2024,strict,1,1,,0.0,0.8213509199218076,0.5601629316806793,0.5601629316806793,0.3137825100290934,0.3137825100290934,0.0
xes3g5m,learner_based,dkt,2024,k5,10,14,0.7333333333333333,0.6428571428571429,1.0560394947522036,0.5094887986356633,0.3406868583835083,0.2595788359352115,0.16466132126963898,0.13435374149659862
xes3g5m,learner_based,dkt,2024,k10,25,46,0.7388888888888889,0.7391304347826086,1.0318894958455196,0.4603196395129481,0.2578381819433992,0.21189417052133044,0.10703326244343846,0.06266388194402096
xes3g5m,learner_based,dkt,2024,warm,807,1282376,0.8183873126456205,0.8350787912437538,0.38644368532320156,0.34697482347384534,0.037412123911397435,0.12039152812470615,0.0024934482345315197,0.04121916599729851
xes3g5m,learner_based,dkt,2025,strict,2,2,1.0,0.5,0.6170404660027644,0.46179344331638583,0.45333434641361237,0.21325318429000406,0.21325318429000406,0.25
xes3g5m,learner_based,dkt,2025,k5,14,15,0.8928571428571428,0.6666666666666666,0.6893501597880953,0.44372621562342196,0.2650616496587948,0.19689295443148355,0.10193025581924256,0.1488888888888889
xes3g5m,learner_based,dkt,2025,k10,29,63,0.8584615384615385,0.8095238095238095,0.6354833849057752,0.36176106830086213,0.1568748050670524,0.13087107053818103,0.04427393260367435,0.07518595199754619
xes3g5m,learner_based,dkt,2025,warm,807,1284065,0.8191679938866776,0.8315513622752743,0.3911008068078533,0.34975379665337436,0.03796457141103504,0.12232771827344996,0.002671543324257759,0.04254986281706024
xes3g5m,learner_based,dkt,2025,strict,2,2,1.0,0.5,0.6170404660027644,0.46179344331638583,0.45333434641361237,0.21325318429000406,0.21325318429000406,0.25
xes3g5m,learner_based,dkt,2025,k5,14,15,0.8928571428571428,0.6666666666666666,0.6893501597880953,0.44372621562342196,0.2650616496587948,0.19689295443148355,0.10193025581924256,0.1488888888888889
xes3g5m,learner_based,dkt,2025,k10,29,63,0.8584615384615385,0.8095238095238095,0.6354833849057752,0.36176106830086213,0.1568748050670524,0.13087107053818103,0.04427393260367435,0.07518595199754619
xes3g5m,learner_based,dkt,2025,warm,807,1284065,0.8191679938866776,0.8315513622752743,0.3911008068078533,0.34975379665337436,0.03796457141103504,0.12232771827344996,0.002671543324257759,0.04254986281706024
xes3g5m,learner_based,dkt,2026,strict,3,3,0.5,0.3333333333333333,0.7237604682408509,0.5148143497490534,0.21942035357157388,0.26503381470754067,0.08917611907363228,0.05555555555555556
xes3g5m,learner_based,dkt,2026,k5,12,13,0.7380952380952381,0.6153846153846154,1.537443187278646,0.5379192540568207,0.27957701558793463,0.2893571238850465,0.0890345279611331,0.04888701042547197
xes3g5m,learner_based,dkt,2026,k10,25,37,0.6962962962962963,0.7027027027027027,1.7810747876434392,0.4967014805195733,0.26081340677314613,0.24671236075033603,0.09651727253846061,0.04753610159015565
xes3g5m,learner_based,dkt,2026,warm,805,1284840,0.8136355193815752,0.8296200305096354,0.40294918075542696,0.352729117242279,0.04162543722470076,0.12441783015051741,0.0030413967740684058,0.041446571154791195
xes3g5m,learner_based,dkt,2027,k5,18,27,0.5823529411764705,0.5925925925925926,1.3904284281760364,0.5451590038396364,0.3690447093174076,0.29719833946742474,0.15740567946904313,0.08837184763110689
xes3g5m,learner_based,dkt,2027,k10,33,65,0.66725768321513,0.6615384615384615,1.6525778162515645,0.527579959872656,0.3135645993428625,0.2783406140592334,0.13168248843400132,0.0504930966469428
xes3g5m,learner_based,dkt,2027,warm,807,1285797,0.8143557745776339,0.8293253134048376,0.4030387151116615,0.35299334196981963,0.04271543023811984,0.12460429947502201,0.0033077623174375603,0.04182331978857642
xes3g5m,learner_based,dkt,42,strict,1,1,,1.0,0.6361045720044918,0.4706495404243469,0.4706495404243469,0.22151098990164897,0.22151098990164897,0.0
xes3g5m,learner_based,dkt,42,k5,10,14,0.7777777777777778,0.7142857142857143,1.0918424775672022,0.5215014790057949,0.3438590378334213,0.27196379260523157,0.12778639835963815,0.08078231292517005
xes3g5m,learner_based,dkt,42,k10,25,46,0.7472222222222222,0.8260869565217391,1.0201890958447442,0.41669374720786145,0.20393736233286883,0.17363367896212914,0.05373949903928212,0.04843582045294488
xes3g5m,learner_based,dkt,42,warm,807,1282376,0.8193819237332801,0.8357424031641266,0.38618840708199303,0.34658987333572694,0.037870655435426004,0.12012454029887523,0.002477995400051058,0.0414619443508393
xes3g5m,learner_based,dkt,42,strict,1,1,,1.0,0.6361045720044918,0.4706495404243469,0.4706495404243469,0.22151098990164897,0.22151098990164897,0.0
xes3g5m,learner_based,dkt,42,k5,10,14,0.7777777777777778,0.7142857142857143,1.0918424775672022,0.5215014790057949,0.3438590378334213,0.27196379260523157,0.12778639835963815,0.08078231292517005
xes3g5m,learner_based,dkt,42,k10,25,46,0.7472222222222222,0.8260869565217391,1.0201890958447442,0.41669374720786145,0.20393736233286883,0.17363367896212914,0.05373949903928212,0.04843582045294488
xes3g5m,learner_based,dkt,42,warm,807,1282376,0.8193819237332801,0.8357424031641266,0.38618840708199303,0.34658987333572694,0.037870655435426004,0.12012454029887523,0.002477995400051058,0.0414619443508393
xes3g5m,learner_based,simplekt,2024,strict,1,1,,0.0,1.4723542938619103,0.7706151902675629,0.7706151902675629,0.5938477714711121,0.5938477714711121,0.0
xes3g5m,learner_based,simplekt,2024,k5,10,14,0.7333333333333333,0.6428571428571429,0.9140633599047163,0.5006621269315393,0.3472768843691614,0.2506625653436128,0.16807693000135468,0.14387755102040814
xes3g5m,learner_based,simplekt,2024,k10,25,46,0.7333333333333333,0.7608695652173914,1.106083702903339,0.43909475529886177,0.22400582714465644,0.1928042041309673,0.07023142548494976,0.04641109752029356
xes3g5m,learner_based,simplekt,2024,warm,807,1282376,0.7560241560600651,0.8101227721042814,0.6070958042399498,0.3896635664369226,0.11299383712172863,0.15183769500834202,0.016988256901579166,0.023850871192956716
xes3g5m,learner_based,simplekt,2024,strict,1,1,,0.0,1.4723542938619103,0.7706151902675629,0.7706151902675629,0.5938477714711121,0.5938477714711121,0.0
xes3g5m,learner_based,simplekt,2024,k5,10,14,0.7333333333333333,0.6428571428571429,0.9140633599047163,0.5006621269315393,0.3472768843691614,0.2506625653436128,0.16807693000135468,0.14387755102040814
xes3g5m,learner_based,simplekt,2024,k10,25,46,0.7333333333333333,0.7608695652173914,1.106083702903339,0.43909475529886177,0.22400582714465644,0.1928042041309673,0.07023142548494976,0.04641109752029356
xes3g5m,learner_based,simplekt,2024,warm,807,1282376,0.7560241560600651,0.8101227721042814,0.6070958042399498,0.3896635664369226,0.11299383712172863,0.15183769500834202,0.016988256901579166,0.023850871192956716
xes3g5m,learner_based,simplekt,2025,strict,2,2,1.0,1.0,0.5611934925652975,0.42951793224969503,0.4293333441019058,0.1844856541240536,0.1844856541240536,0.25
xes3g5m,learner_based,simplekt,2025,k5,14,15,0.9285714285714286,0.8,0.8292433122007025,0.41953699455357496,0.23448214396533631,0.17601128979904637,0.07703457321919495,0.1488888888888889
xes3g5m,learner_based,simplekt,2025,k10,29,63,0.8846153846153846,0.8571428571428571,0.6345196025983597,0.3521194488881324,0.14675659358412274,0.1239881062852821,0.04314068796250313,0.08198867308598157
xes3g5m,learner_based,simplekt,2025,warm,807,1284065,0.7571260850034112,0.806525370600398,0.6210775450844237,0.3932240322938706,0.11555167896023574,0.15462513957345098,0.01766022769357206,0.02481734519606227
xes3g5m,learner_based,simplekt,2025,strict,2,2,1.0,1.0,0.5611934925652975,0.42951793224969503,0.4293333441019058,0.1844856541240536,0.1844856541240536,0.25
xes3g5m,learner_based,simplekt,2025,k5,14,15,0.9285714285714286,0.8,0.8292433122007025,0.41953699455357496,0.23448214396533631,0.17601128979904637,0.07703457321919495,0.1488888888888889
xes3g5m,learner_based,simplekt,2025,k10,29,63,0.8846153846153846,0.8571428571428571,0.6345196025983597,0.3521194488881324,0.14675659358412274,0.1239881062852821,0.04314068796250313,0.08198867308598157
xes3g5m,learner_based,simplekt,2025,warm,807,1284065,0.7571260850034112,0.806525370600398,0.6210775450844237,0.3932240322938706,0.11555167896023574,0.15462513957345098,0.01766022769357206,0.02481734519606227
xes3g5m,learner_based,simplekt,2026,strict,3,3,0.0,0.6666666666666666,0.7016554457673511,0.5034341983040438,0.49486086765925086,0.2534459920220353,0.25344405419551014,0.22222222222222224
xes3g5m,learner_based,simplekt,2026,k5,12,13,0.6190476190476191,0.6923076923076923,1.8806000284854174,0.518056613451703,0.32131047518207473,0.26838265474104717,0.12097266754214296,0.10016906170752327
xes3g5m,learner_based,simplekt,2026,k10,25,37,0.5851851851851853,0.6756756756756757,1.8220035249376232,0.524271544995615,0.3081308420042734,0.27486065289208916,0.13553578518474876,0.0575846116386657
xes3g5m,learner_based,simplekt,2026,warm,805,1284840,0.7559764685856906,0.8027622116372467,0.6325148567843096,0.3966684866162343,0.11442049170497748,0.15734588827441365,0.01866121006275278,0.023818318014351057
xes3g5m,learner_based,simplekt,2027,k5,18,27,0.6882352941176471,0.6666666666666666,1.0853278909987016,0.4716492875068923,0.2611211609795713,0.22245305040575913,0.0960252905167109,0.10423993016585609
xes3g5m,learner_based,simplekt,2027,k10,33,65,0.710401891252955,0.7230769230769231,1.1783480198575824,0.4643359781457664,0.24792491873360212,0.21560790060058563,0.0743213121772985,0.056720202874049046
xes3g5m,learner_based,simplekt,2027,warm,807,1285797,0.7537566660659267,0.8026243644992173,0.6384188145838564,0.39723374488091284,0.11555527767560314,0.15779464807211413,0.018786243459217856,0.023803580455251102
xes3g5m,learner_based,simplekt,42,strict,1,1,,0.0,1.0209641692199714,0.6397525668144226,0.6397525668144226,0.40928334674564226,0.40928334674564226,0.0
xes3g5m,learner_based,simplekt,42,k5,10,14,0.8222222222222222,0.5714285714285714,0.8759994950192908,0.544712563108089,0.36189755695938525,0.29671177640778384,0.23941561593434552,0.17006802721088435
xes3g5m,learner_based,simplekt,42,k10,25,46,0.75,0.7608695652173914,1.2307760649928112,0.4474797398160817,0.2219383976667102,0.20023811754586815,0.09081543081463922,0.06111697987323473
xes3g5m,learner_based,simplekt,42,warm,807,1282376,0.7565058582948619,0.8094607197888919,0.608273290452425,0.3900689468279965,0.11422077635861379,0.15215378327950232,0.017509943200931407,0.024054630253257374
xes3g5m,learner_based,simplekt,42,strict,1,1,,0.0,1.0209641692199714,0.6397525668144226,0.6397525668144226,0.40928334674564226,0.40928334674564226,0.0
xes3g5m,learner_based,simplekt,42,k5,10,14,0.8222222222222222,0.5714285714285714,0.8759994950192908,0.544712563108089,0.36189755695938525,0.29671177640778384,0.23941561593434552,0.17006802721088435
xes3g5m,learner_based,simplekt,42,k10,25,46,0.75,0.7608695652173914,1.2307760649928112,0.4474797398160817,0.2219383976667102,0.20023811754586815,0.09081543081463922,0.06111697987323473
xes3g5m,learner_based,simplekt,42,warm,807,1282376,0.7565058582948619,0.8094607197888919,0.608273290452425,0.3900689468279965,0.11422077635861379,0.15215378327950232,0.017509943200931407,0.024054630253257374
xes3g5m,temporal,bkt,42,strict,112,148403,0.4957020332605907,0.33722364103151553,21.366334554949198,0.8182686726751315,0.6763508823945608,0.6695636206815226,0.5020214001802482,1.2027424019486198e-05
xes3g5m,temporal,bkt,42,k5,120,164715,0.497244334993826,0.33768630665088184,21.381972393787724,0.8190105701745329,0.6792429347661113,0.6707783140576147,0.5058617947770834,4.7396606683702895e-06
xes3g5m,temporal,bkt,42,k10,121,165013,0.49720625974542054,0.33777338755128383,21.376928335615947,0.8189230982672098,0.6790434693024185,0.6706350408755674,0.5056058466150388,4.878023737462076e-06
xes3g5m,temporal,bkt,42,warm,390,846557,0.5004891145977722,0.3371539069430647,21.491568077811277,0.8218929184141536,0.688169845621736,0.6755079693393357,0.5179206354029106,1.3351640492393237e-07
xes3g5m,temporal,dkt,2024,strict,117,233214,0.48380878228733454,0.5116931230543621,0.705027329269228,0.5057070513882539,0.2868072916212441,0.2557396218238021,0.08850619310796382,0.00047803926845236996
xes3g5m,temporal,dkt,2024,k5,125,258943,0.5108038498472255,0.5430075344766995,0.6796090713057855,0.49308527249359285,0.2631927513199329,0.2431330859500807,0.07957121113369515,0.001473831176421405
xes3g5m,temporal,dkt,2024,k10,126,259425,0.5106430274511546,0.5431974559121133,0.6807811951070525,0.49318079250613567,0.2632175010536746,0.24322729409698002,0.07955014849172928,0.0014333678275866024
xes3g5m,temporal,dkt,2024,warm,424,1331318,0.6472455328850245,0.7376562173725586,0.7227811596234652,0.4452033314480332,0.157689467562958,0.19820600633242733,0.0481229490839171,0.007285220389114238
xes3g5m,temporal,dkt,2025,strict,117,233214,0.5487442627447887,0.50450230260619,0.700214452019964,0.5034380993636144,0.29262641309514636,0.2534499198908484,0.08684095276732294,0.0008159812208522205
xes3g5m,temporal,dkt,2025,k5,125,258943,0.5603037723635121,0.536392178973751,0.6772505726124558,0.4914436155098361,0.2711599332179646,0.24151682722537965,0.07872521003065791,0.0019675218636818976
xes3g5m,temporal,dkt,2025,k10,126,259425,0.559960085645464,0.5366714850149369,0.6787030384236636,0.4914944542072048,0.27109221420850166,0.24156679851643814,0.07865626554169387,0.0019276437682154968
xes3g5m,temporal,dkt,2025,warm,424,1331318,0.6600725925196916,0.7444277024722868,0.7144647565761632,0.44095094607316687,0.15198696977284334,0.19443773684282092,0.04535200822559836,0.008165913965586285
xes3g5m,temporal,dkt,2026,strict,117,233214,0.4684525640165181,0.45913195605752655,0.7203390947937615,0.5131480465183482,0.29848768109160206,0.2633209176455969,0.09597413116996971,0.0005246805247695321
xes3g5m,temporal,dkt,2026,k5,125,258943,0.5024116957345266,0.49614007715983827,0.6886931125218744,0.4990041734424021,0.274994149231848,0.24900516511293494,0.08656181486851208,0.0026968867750831603
xes3g5m,temporal,dkt,2026,k10,126,259425,0.502534486058938,0.49644020429796665,0.689555628326794,0.4990536320473689,0.27491181849236396,0.24905452765967068,0.08650937170341919,0.0026691979955237046
xes3g5m,temporal,dkt,2026,warm,424,1331318,0.6683404738911017,0.7654670033756023,0.676749001410737,0.4242141554611861,0.1364779332910283,0.1799576496936474,0.03317949386378546,0.010538074212320116
xes3g5m,temporal,dkt,2027,strict,117,233214,0.4905133067961675,0.48998773658528216,0.7068239085981818,0.506652811213749,0.2903937448506485,0.25669707111079487,0.08930963679801608,0.0002187502320003562
xes3g5m,temporal,dkt,2027,k5,125,258943,0.5099309684910002,0.5187164742819849,0.6915262484618329,0.4975842853014949,0.27544338502190696,0.24759012097899946,0.08334130243339463,0.0006320193433323203
xes3g5m,temporal,dkt,2027,k10,126,259425,0.5095764680842569,0.5189785101667148,0.6925361611749185,0.49764419594443293,0.2753719337030864,0.24764974575718118,0.0833032569431287,0.0006081776485568129
xes3g5m,temporal,dkt,2027,warm,424,1331318,0.6480872209740547,0.7435060594087964,0.7346615687413551,0.4424611167842651,0.1541564969872025,0.19577183986597904,0.045941427434693455,0.00757551571233992
xes3g5m,temporal,dkt,42,strict,117,233214,0.4785293410308525,0.5461721852032897,0.6991104461371234,0.5027519298731828,0.28003984617223876,0.2527595029912098,0.08543855330818073,0.000511501803774229
xes3g5m,temporal,dkt,42,k5,125,258943,0.4954200049858002,0.5746670116589365,0.6763884330005895,0.4922389663344148,0.2613794806095594,0.2422991999779731,0.07811342897294538,0.0010300731268067418
xes3g5m,temporal,dkt,42,k10,126,259425,0.49507425858066806,0.5749445889948925,0.6763828723751816,0.4922015370805203,0.2606126623138408,0.24226235310442676,0.0779319177994229,0.0009634915513741701
xes3g5m,temporal,dkt,42,warm,424,1331318,0.6527308402498754,0.7707662632068372,0.4950264245846219,0.40140764213962143,0.07416692724540311,0.1611280951680904,0.011472533623437076,0.007684469528466391
xes3g5m,temporal,dkt,42,strict,117,233214,0.46416009722224466,0.5009604912226538,0.7031706905032239,0.5048818175259446,0.28116626682915447,0.2549056496683012,0.08784341603282492,0.000698814949231191
xes3g5m,temporal,dkt,42,k5,125,258943,0.4778389044873591,0.5253241060773993,0.6876324366558657,0.4971695715215215,0.2686357261926644,0.24717758284689328,0.0831942712608399,0.0011186960692490821
xes3g5m,temporal,dkt,42,k10,126,259425,0.47801501550921466,0.525724197745013,0.6878680611384735,0.4971115570776509,0.26839804590661664,0.2471199001801666,0.08305170026373422,0.0011028601588747764
xes3g5m,temporal,dkt,42,warm,424,1331318,0.6626088405708375,0.7456054826870815,0.6341050960734769,0.43299525716698545,0.14367965557141069,0.18748489272910387,0.03939554437655861,0.009154198875822726
xes3g5m,temporal,simplekt,2024,strict,117,233214,0.5204963148352619,0.5010162340168257,0.7241419422774833,0.5142182350604413,0.2996852548953542,0.2644203932686753,0.09720920132382264,0.00034247583186481034
xes3g5m,temporal,simplekt,2024,k5,125,258943,0.5394228669258697,0.5352606558200067,0.7021165524654879,0.5010448500122328,0.27877470411348904,0.2510459417237808,0.08775702366566361,0.001516849725893541
xes3g5m,temporal,simplekt,2024,k10,126,259425,0.5400591058844942,0.5355266454659343,0.702810381168162,0.5010578623443342,0.2786954498327835,0.25105898141707383,0.08772487462855219,0.0015477607255544857
