dataset,split_mode,model,seed,group,n_kcs,n_events,auc,acc,nll,rmse,ece,brier,reliability,resolution
assist2012,temporal,dkt,2024,k10,33,1713,0.42983233739594146,0.45767659077641565,1.0786080320228286,0.5636962098361076,0.1459292446624205,0.31775341698359305,0.0895144312369769,0.017498855949173584
assist2012,temporal,dkt,2024,warm,212,529786,0.6627003392177793,0.6926249466765826,0.6343207526451975,0.4589004316055186,0.08548713516566539,0.21058960612773125,0.011790368869758174,0.015366825432743442
assist2012,temporal,dkt,2025,strict,27,1407,0.47272885253454355,0.5131485429992892,0.7084719760248465,0.5073967249452277,0.09440858345465537,0.25745143648514307,0.01290687984878606,0.005867610965755029
assist2012,temporal,dkt,2025,k5,31,1420,0.4786984126984127,0.5161971830985915,0.7067005821643798,0.5063218003707927,0.09490200618552912,0.25636176553072076,0.012795767796061164,0.00683266507150098
assist2012,temporal,dkt,2025,k10,33,1713,0.422092136501407,0.48219497956800933,0.9044737601805075,0.553915756274156,0.18221650931664302,0.30682266504877026,0.08399668666098543,0.022367175840073448
assist2012,temporal,dkt,2025,warm,212,529786,0.6606341450732752,0.6912545820387854,0.6386468001802266,0.4601335504792359,0.08747494401689948,0.21172288427662753,0.012458040925351375,0.014960143632282395
assist2012,temporal,dkt,2026,strict,27,1407,0.5058094656908112,0.5046197583511016,0.7014223000072343,0.5039716588946539,0.06840842544990136,0.25398743296902937,0.0069819568516269696,0.0026209268723934756
assist2012,temporal,dkt,2026,k5,31,1420,0.5115912698412698,0.5084507042253521,0.6988309054900852,0.502885727634417,0.06766264008400752,0.25289405505839696,0.00635557258772367,0.003035662126491095
assist2012,temporal,dkt,2026,k10,33,1713,0.47164918325711885,0.4921190893169877,0.8005612143399906,0.5297561919116711,0.1317885697046452,0.2806416228687553,0.048596224658914625,0.012790756893224661
assist2012,temporal,dkt,2026,warm,212,529786,0.6600535416031509,0.6917302457973596,0.6376565695672007,0.46007261001963584,0.08904318192190078,0.2116668064902799,0.012381248386374676,0.014851821993899434
assist2012,temporal,dkt,2027,strict,27,1407,0.5406905080403005,0.5422885572139303,0.6914995737224017,0.4991823408035126,0.049062298050821476,0.2491830093700742,0.005805769379916964,0.0059980832962620995
assist2012,temporal,dkt,2027,k5,31,1420,0.5484226190476191,0.5464788732394367,0.6875446668704034,0.4974753467924941,0.05010934512091568,0.24748172066631227,0.00593072369500429,0.007770520184726963
assist2012,temporal,dkt,2027,k10,33,1713,0.5046960280328312,0.5253940455341506,0.855917084793282,0.5319635608504555,0.12227819133823022,0.28298523007269627,0.05938127519601911,0.020962676754426104
assist2012,temporal,dkt,2027,warm,212,529786,0.660935531253116,0.6928250274639194,0.6356130539738647,0.4590766262747464,0.08690495004660029,0.21075134879180318,0.011697184662340205,0.015104934364354833
assist2012,temporal,dkt,42,strict,27,1407,0.5359903977109695,0.527363184079602,0.9580926158481898,0.5657400151194387,0.23543631192621192,0.32006176470734277,0.07405215710886219,0.005178126360857582
assist2012,temporal,dkt,42,k5,31,1420,0.5379722222222222,0.530281690140845,0.9548927550664695,0.56455280392731,0.23322082151534324,0.3187198684221877,0.07291981661415319,0.0054013105651483945
assist2012,temporal,dkt,42,k10,33,1713,0.5400717520241141,0.5621716287215411,0.9074341583396319,0.5483771082861515,0.20380104006888233,0.3007174528922815,0.05997232982101273,0.005194227272610263
assist2012,temporal,dkt,42,warm,212,529786,0.49893225544694814,0.6130871710464225,0.8096932385545388,0.517556677791719,0.18676963126971874,0.2678649147268012,0.05326408848928509,5.175770248185403e-06
assist2012,temporal,dkt,42,strict,27,1407,0.5054679701423773,0.5138592750533049,0.6979439134749758,0.5023298361385461,0.05977811733712182,0.2523352642749786,0.0046186085458830755,0.0026347724230073766
assist2012,temporal,dkt,42,k5,31,1420,0.5093353174603175,0.5161971830985915,0.6962058921877398,0.5016520441604129,0.059822598279742394,0.25165477341032083,0.005058860551889507,0.0037125224203903213
assist2012,temporal,dkt,42,k10,33,1713,0.4910094268466127,0.5096322241681261,0.826810154788251,0.5292794770625995,0.12248591579336747,0.2801367648396587,0.052888068928318994,0.018039910336761632
assist2012,temporal,dkt,42,warm,212,529786,0.6606360889853298,0.6920473549697425,0.6355531873200064,0.45920828420811444,0.08440662951031305,0.2108722482853604,0.011720094896933167,0.015019256932777307
assist2012,temporal,simplekt,2024,strict,27,1407,0.5902235280329452,0.5692963752665245,0.6937948687491087,0.4992108545223177,0.0667635212680848,0.2492114772729027,0.008121635737427656,0.009557111550231083
assist2012,temporal,simplekt,2024,k5,31,1420,0.5955198412698414,0.5725352112676056,0.6913271860023361,0.4978209444216451,0.06688783341466573,0.24782569270485863,0.008060855252642747,0.010873356896012355
assist2012,temporal,simplekt,2024,k10,33,1713,0.5384859988922689,0.5481611208406305,1.1095495824508228,0.5453804461782807,0.1483481794337887,0.2974398310736206,0.07526079518138479,0.023382373232721687
assist2012,temporal,simplekt,2024,warm,212,529786,0.6752389778949839,0.6783927850113064,0.7523237373447433,0.47658490649295204,0.1461974457191335,0.22713317309689585,0.030510865730704283,0.017454718429178635
assist2012,temporal,simplekt,2025,strict,27,1407,0.4201142898711208,0.4541577825159915,0.8141874222394381,0.5495793041265591,0.1998199604414589,0.3020374115242329,0.06106871947059272,0.009348641467111004
assist2012,temporal,simplekt,2025,k5,31,1420,0.4287678571428572,0.4584507042253521,0.808166120511706,0.5474967481043426,0.1990094248467768,0.2997526891848299,0.060658113457250445,0.011188952031756285
assist2012,temporal,simplekt,2025,k10,33,1713,0.409840297473093,0.4454173963806188,1.1676508023998342,0.5870805791149609,0.2623662890061162,0.3446636063739579,0.12307906731605514,0.023540543291691696
assist2012,temporal,simplekt,2025,warm,212,529786,0.6734909134083326,0.679695197683593,0.7532330701704604,0.47660559993202367,0.14682906748261423,0.2271528978865642,0.03033608192992114,0.01724077546564551
assist2012,temporal,simplekt,2026,strict,27,1407,0.6462308186598017,0.6169154228855721,0.6630241625181438,0.4847218474404681,0.0534785114541152,0.23495526938610042,0.0035530016103739364,0.018236896503082876
assist2012,temporal,simplekt,2026,k5,31,1420,0.6516448412698412,0.6204225352112676,0.6581424009570512,0.482864391459631,0.05325265054026959,0.2331580205396798,0.00352729303278909,0.019950253673838545
assist2012,temporal,simplekt,2026,k10,33,1713,0.5563328536876588,0.5726795096322241,0.9052944654362818,0.5362224912169066,0.1474875657831716,0.2875345600868654,0.06792936570602617,0.025015291671058437
assist2012,temporal,simplekt,2026,warm,212,529786,0.6736316757928692,0.6814543985684786,0.7631246833038912,0.4758032939605319,0.14542667936360068,0.22638877454369233,0.029591949722390206,0.017236362919448574
assist2012,temporal,simplekt,2027,strict,27,1407,0.5648599059977935,0.5337597725657427,0.7053248465044788,0.50470917338672,0.09472044913711158,0.25473134970070616,0.013639548643446969,0.008209011171731086
