dataset,split,model,seed,bucket,rel_flag,n_kcs,n_events,auc,acc,nll
junyi,temporal,simplekt,2027,medium,R,78,151597,0.64168524240082,0.6059948415865749,0.7950136384168076
junyi,temporal,simplekt,2027,sparse,R,6,16206,0.5972881888722945,0.6114402073306183,0.912320181314761
junyi,temporal,simplekt,2027,very_sparse,R,4,2545,0.5493333745402849,0.5532416502946955,0.6906876800678081
xes3g5m,temporal,simplekt,2024,dense,R,340,1191744,0.6602405171612126,0.7478241971430106,1.0012565160035054
xes3g5m,temporal,simplekt,2024,medium,R,72,129494,0.6193422470903326,0.66108082227748,1.7426395956669842
xes3g5m,temporal,simplekt,2024,sparse,R,11,10079,0.7006419075208898,0.82905050104177,1.4192992538720162
xes3g5m,temporal,simplekt,2024,very_sparse,R,127,259426,0.5400498655150946,0.5355245811907827,0.7028272938923643
xes3g5m,temporal,simplekt,2025,dense,R,340,1191744,0.6582307114678132,0.7476026730573009,0.9944640962798093
xes3g5m,temporal,simplekt,2025,medium,R,72,129494,0.6571850965424997,0.6969125982671012,1.325552068472006
xes3g5m,temporal,simplekt,2025,sparse,R,11,10079,0.7151968568818737,0.7904554023216589,1.1178798389728872
xes3g5m,temporal,simplekt,2025,very_sparse,R,127,259426,0.5011485444969982,0.5487422232158689,0.6949664504077564
xes3g5m,temporal,simplekt,2026,dense,R,340,1191744,0.6744047483459459,0.7514373892379571,0.9655634405027288
xes3g5m,temporal,simplekt,2026,medium,R,72,129494,0.6236903956334248,0.632369067292693,1.7659851105424842
xes3g5m,temporal,simplekt,2026,sparse,R,11,10079,0.720451727807425,0.8005754539140788,1.1475882586843418
xes3g5m,temporal,simplekt,2026,very_sparse,R,127,259426,0.5860731625960981,0.6264214072606447,0.6674077024316273
xes3g5m,temporal,simplekt,2027,dense,R,340,1191744,0.6714208369652006,0.7496803004672145,0.9400741691707726
xes3g5m,temporal,simplekt,2027,medium,R,72,129494,0.6003352131996159,0.6317821675135528,1.6726363329880136
xes3g5m,temporal,simplekt,2027,sparse,R,11,10079,0.6952856340623395,0.8006746701061613,1.0255547829708394
xes3g5m,temporal,simplekt,2027,very_sparse,R,127,259426,0.5591670412415517,0.6004756655076977,0.6559504939517842
assist2012,learner_based,irt_1pl,2026,dense,R,147,521974,0.5,0.6997915604991819,0.6110706636172645
assist2012,learner_based,irt_1pl,2026,medium,R,68,6280,0.5,0.5176751592356688,0.7621299478372988
assist2012,learner_based,irt_1pl,2026,sparse,L,38,407,0.5,0.6584766584766585,0.6453399522911212
assist2012,learner_based,irt_1pl,2026,very_sparse,I,7,20,0.5,0.35,0.9012107190357742
junyi,learner_based,irt_1pl,2026,dense,R,1293,3241826,0.5,0.7037774390112239,0.6076305280114895
junyi,learner_based,irt_1pl,2026,medium,R,33,2668,0.5,0.573088455772114,0.720338865023808
xes3g5m,learner_based,irt_1pl,2026,dense,R,498,1270246,0.5,0.7945476702937856,0.5631094624171492
xes3g5m,learner_based,irt_1pl,2026,medium,R,172,12639,0.5,0.7805997309913759,0.5712606812876967
xes3g5m,learner_based,irt_1pl,2026,sparse,R,122,1902,0.5,0.749211356466877,0.5896041444468535
xes3g5m,learner_based,irt_1pl,2026,very_sparse,I,38,90,0.5,0.7222222222222222,0.6053766779792272
assist2012,learner_based,irt_1pl,2027,dense,R,147,509775,0.5,0.6988161443774215,0.6118829113856372
assist2012,learner_based,irt_1pl,2027,medium,R,68,5756,0.5,0.5361362056984017,0.7466290004540281
assist2012,learner_based,irt_1pl,2027,sparse,L,39,337,0.5,0.6676557863501483,0.6376927095220278
assist2012,learner_based,irt_1pl,2027,very_sparse,I,6,21,0.5,0.5238095238095238,0.75683906193551
junyi,learner_based,irt_1pl,2027,dense,R,1293,3159173,0.5,0.7056707562390537,0.6060051822478287
junyi,learner_based,irt_1pl,2027,medium,R,33,4375,0.5,0.5938285714285715,0.7021593437004899
xes3g5m,learner_based,irt_1pl,2027,dense,R,498,1271065,0.5,0.7940482980807433,0.5636113236253781
xes3g5m,learner_based,irt_1pl,2027,medium,R,172,12805,0.5,0.7808668488871534,0.5712964049999846
xes3g5m,learner_based,irt_1pl,2027,sparse,R,122,1865,0.5,0.7485254691689008,0.5901521568411924
xes3g5m,learner_based,irt_1pl,2027,very_sparse,L,48,127,0.5,0.7322834645669292,0.5996216108609811
assist2012,learner_based,dkt,2026,dense,R,147,521974,0.6971573325612032,0.719236973489101,0.5822838261695412
assist2012,learner_based,dkt,2026,medium,R,68,6280,0.7557257695247591,0.6869426751592357,0.9105247596413082
assist2012,learner_based,dkt,2026,sparse,L,38,407,0.7427386449049715,0.7272727272727273,1.3312716548593395
assist2012,learner_based,dkt,2026,very_sparse,I,7,20,0.8241758241758241,0.65,0.4676276390761182
assist2012,learner_based,dkt,2027,dense,R,147,509775,0.6946613516739102,0.7164219508606738,0.5866818915054839
assist2012,learner_based,dkt,2027,medium,R,68,5756,0.7590466550641899,0.686761640027797,0.9015201905086404
assist2012,learner_based,dkt,2027,sparse,L,39,337,0.7221626984126984,0.7032640949554896,1.291066591073856
assist2012,learner_based,dkt,2027,very_sparse,I,6,21,0.8727272727272728,0.7619047619047619,0.7105720471594668
junyi,learner_based,dkt,2026,dense,R,1293,3241826,0.7298543963921768,0.7330214514906105,0.5481036557861928
junyi,learner_based,dkt,2026,medium,R,33,2668,0.5706168882437349,0.5584707646176912,1.150721278469698
junyi,learner_based,dkt,2027,dense,R,1293,3159173,0.7325319172227301,0.7355453468360232,0.5430466090442144
junyi,learner_based,dkt,2027,medium,R,33,4375,0.617200235842211,0.5869714285714286,1.1199214703391829
xes3g5m,learner_based,dkt,2026,dense,R,498,1270246,0.8137326148786052,0.8295975740132226,0.3999964282825279
xes3g5m,learner_based,dkt,2026,medium,R,172,12639,0.8483561805364623,0.8325025714059656,0.6210711771040518
xes3g5m,learner_based,dkt,2026,sparse,R,122,1902,0.8584133289197838,0.8275499474237644,0.908788222662832
xes3g5m,learner_based,dkt,2026,very_sparse,I,38,90,0.8083076923076922,0.7333333333333333,1.3225369095207595
xes3g5m,learner_based,dkt,2027,dense,R,498,1271065,0.814430942109044,0.8292778103401478,0.4000773959702103
xes3g5m,learner_based,dkt,2027,medium,R,172,12805,0.8523576163746096,0.8356891839125342,0.610928028449824
xes3g5m,learner_based,dkt,2027,sparse,R,122,1865,0.8476495439299614,0.8187667560321715,0.971554106276746
xes3g5m,learner_based,dkt,2027,very_sparse,L,48,127,0.7860531309297913,0.7322834645669292,1.3711118984858066
assist2012,learner_based,simplekt,2026,dense,R,147,521974,0.6853599792014767,0.7042055734576818,0.701115978356242
assist2012,learner_based,simplekt,2026,medium,R,68,6280,0.7454281025245653,0.6786624203821656,0.8373579596183904
assist2012,learner_based,simplekt,2026,sparse,L,38,407,0.7220954579619886,0.7051597051597052,1.0964184474441026
assist2012,learner_based,simplekt,2026,very_sparse,I,7,20,0.7362637362637362,0.7,1.1790181979150351
assist2012,learner_based,simplekt,2027,dense,R,147,509775,0.6840048902068672,0.7023883085675052,0.7078783907893192
assist2012,learner_based,simplekt,2027,medium,R,68,5756,0.7641317803490938,0.7003127171646977,0.8147876909870958
assist2012,learner_based,simplekt,2027,sparse,L,39,337,0.6995238095238094,0.6973293768545994,1.176112386830713
assist2012,learner_based,simplekt,2027,very_sparse,I,6,21,0.7636363636363636,0.7142857142857143,1.111618015009981
junyi,learner_based,simplekt,2026,dense,R,1293,3241826,0.7183385592979847,0.7219786009489714,0.6448618035829067
junyi,learner_based,simplekt,2026,medium,R,33,2668,0.672702926333209,0.626311844077961,0.7126500208039198
junyi,learner_based,simplekt,2027,dense,R,1293,3159173,0.719845316268583,0.726542357762617,0.6167745530498693
junyi,learner_based,simplekt,2027,medium,R,33,4375,0.6740178909104142,0.6390857142857143,0.7025595362803851
xes3g5m,learner_based,simplekt,2026,dense,R,498,1270246,0.7549950572036286,0.8023910329180332,0.6324159972753842
xes3g5m,learner_based,simplekt,2026,medium,R,172,12639,0.8299994721917034,0.8362212200332305,0.6410821366259737
xes3g5m,learner_based,simplekt,2026,sparse,R,122,1902,0.8561741880907721,0.825446898002103,0.6483627503376462
xes3g5m,learner_based,simplekt,2026,very_sparse,I,38,90,0.8086153846153847,0.8111111111111111,0.9787641129344612
xes3g5m,learner_based,simplekt,2027,dense,R,498,1271065,0.7526048882585745,0.8023067270359895,0.6381850021412869
xes3g5m,learner_based,simplekt,2027,medium,R,172,12805,0.8384766131638111,0.8322530261616556,0.6431071377763915
xes3g5m,learner_based,simplekt,2027,sparse,R,122,1865,0.8457418698566113,0.8134048257372655,0.7593150016532942
xes3g5m,learner_based,simplekt,2027,very_sparse,L,48,127,0.8029728020240354,0.7952755905511811,1.0067719114730604
