dataset,split_mode,model,seed,setting,bucket,auc,ece
assist2012,temporal,dkt,2027,Alt_2,sparse,0.5878739548780966,0.29668725563135745
assist2012,temporal,dkt,2027,Alt_2,strict_cold_start,0.5406905080403005,0.049062298050821476
assist2012,temporal,dkt,2027,Alt_2,very_sparse,0.6398953905472243,0.372818299084668
assist2012,temporal,irt_1pl,42,Main,dense,0.5916959535972397,0.019424452426537644
assist2012,temporal,irt_1pl,42,Main,medium,0.5332490785076992,0.08533675348987342
assist2012,temporal,irt_1pl,42,Main,sparse,0.6486042123566931,0.13737080951828998
assist2012,temporal,irt_1pl,42,Main,strict_cold_start,0.5,0.1986694553570768
assist2012,temporal,irt_1pl,42,Main,very_sparse,0.7379619801215863,0.2491675932871977
assist2012,temporal,irt_1pl,42,Alt_1,dense,0.5914925768465225,0.01950281398067442
assist2012,temporal,irt_1pl,42,Alt_1,medium,0.5474203150393749,0.10061937658139394
assist2012,temporal,irt_1pl,42,Alt_1,sparse,0.6692082523775437,0.17221284127965414
assist2012,temporal,irt_1pl,42,Alt_1,strict_cold_start,0.5,0.1986694553570768
assist2012,temporal,irt_1pl,42,Alt_1,very_sparse,0.4315843621399177,0.3439011403256137
assist2012,temporal,irt_1pl,42,Alt_2,dense,0.5907348191677387,0.01883181845454138
assist2012,temporal,irt_1pl,42,Alt_2,medium,0.6134175764141007,0.0660628258529004
assist2012,temporal,irt_1pl,42,Alt_2,sparse,0.5939107626866487,0.1411805490051913
assist2012,temporal,irt_1pl,42,Alt_2,strict_cold_start,0.5,0.1986694553570768
assist2012,temporal,irt_1pl,42,Alt_2,very_sparse,0.6853523063065909,0.1796573615077416
assist2012,temporal,irt_1pl,2024,Main,dense,0.5920436430945212,0.020094561570790138
assist2012,temporal,irt_1pl,2024,Main,medium,0.5362034312157464,0.08522122784840477
assist2012,temporal,irt_1pl,2024,Main,sparse,0.6487066076621476,0.1375663034768724
assist2012,temporal,irt_1pl,2024,Main,strict_cold_start,0.5,0.1986694553570768
assist2012,temporal,irt_1pl,2024,Main,very_sparse,0.738561641003019,0.24945759528815217
assist2012,temporal,irt_1pl,2024,Alt_1,dense,0.591848809013275,0.020173103279868123
assist2012,temporal,irt_1pl,2024,Alt_1,medium,0.5482314932950857,0.09990587281874595
assist2012,temporal,irt_1pl,2024,Alt_1,sparse,0.6686586051743533,0.17202119110996442
assist2012,temporal,irt_1pl,2024,Alt_1,strict_cold_start,0.5,0.1986694553570768
assist2012,temporal,irt_1pl,2024,Alt_1,very_sparse,0.4405349794238683,0.344136786491308
assist2012,temporal,irt_1pl,2024,Alt_2,dense,0.5911293553075567,0.019280400758032466
assist2012,temporal,irt_1pl,2024,Alt_2,medium,0.6126431632669367,0.0695548922792289
assist2012,temporal,irt_1pl,2024,Alt_2,sparse,0.5937041062443731,0.14074424934536858
assist2012,temporal,irt_1pl,2024,Alt_2,strict_cold_start,0.5,0.1986694553570768
assist2012,temporal,irt_1pl,2024,Alt_2,very_sparse,0.685529289066574,0.1799636107873609
assist2012,temporal,irt_1pl,2025,Main,dense,0.592041390555964,0.020224687498713957
assist2012,temporal,irt_1pl,2025,Main,medium,0.5379459415789465,0.08517963932295486
assist2012,temporal,irt_1pl,2025,Main,sparse,0.6485544110035857,0.1409837455830803
assist2012,temporal,irt_1pl,2025,Main,strict_cold_start,0.5,0.1986694553570768
assist2012,temporal,irt_1pl,2025,Main,very_sparse,0.7387890985787348,0.2501972615035747
assist2012,temporal,irt_1pl,2025,Alt_1,dense,0.5918317915320765,0.02029971014308204
assist2012,temporal,irt_1pl,2025,Alt_1,medium,0.5505289515896779,0.10004772530457612
assist2012,temporal,irt_1pl,2025,Alt_1,sparse,0.6693085457849237,0.17384399664246422
assist2012,temporal,irt_1pl,2025,Alt_1,strict_cold_start,0.5,0.1986694553570768
assist2012,temporal,irt_1pl,2025,Alt_1,very_sparse,0.43940329218107,0.3442988733622255
assist2012,temporal,irt_1pl,2025,Alt_2,dense,0.5911287210032832,0.019377544289792707
assist2012,temporal,irt_1pl,2025,Alt_2,medium,0.6133031149855818,0.07063542714701602
assist2012,temporal,irt_1pl,2025,Alt_2,sparse,0.593568727139827,0.14128723037664528
assist2012,temporal,irt_1pl,2025,Alt_2,strict_cold_start,0.5,0.1986694553570768
assist2012,temporal,irt_1pl,2025,Alt_2,very_sparse,0.6860791997850924,0.18092968380067123
assist2012,temporal,irt_1pl,2026,Main,dense,0.5930424089234803,0.02043420502403407
assist2012,temporal,irt_1pl,2026,Main,medium,0.5362208604203678,0.08617069497904281
assist2012,temporal,irt_1pl,2026,Main,sparse,0.6488048140687426,0.14035047187792332
assist2012,temporal,irt_1pl,2026,Main,strict_cold_start,0.5,0.1986694553570768
assist2012,temporal,irt_1pl,2026,Main,very_sparse,0.7385892116182572,0.24939096969870722
assist2012,temporal,irt_1pl,2026,Alt_1,dense,0.5928358498495263,0.020508262056144155
assist2012,temporal,irt_1pl,2026,Alt_1,medium,0.5499460568490945,0.1016398201981843
assist2012,temporal,irt_1pl,2026,Alt_1,sparse,0.669222018139341,0.1725083354038488
assist2012,temporal,irt_1pl,2026,Alt_1,strict_cold_start,0.5,0.1986694553570768
assist2012,temporal,irt_1pl,2026,Alt_1,very_sparse,0.4332304526748971,0.3436534102117103
assist2012,temporal,irt_1pl,2026,Alt_2,dense,0.5921586435841498,0.01961539103084863
assist2012,temporal,irt_1pl,2026,Alt_2,medium,0.6132290931256835,0.07060424016395934
assist2012,temporal,irt_1pl,2026,Alt_2,sparse,0.5946278414064884,0.14187127635576094
assist2012,temporal,irt_1pl,2026,Alt_2,strict_cold_start,0.5,0.1986694553570768
assist2012,temporal,irt_1pl,2026,Alt_2,very_sparse,0.6859733261697455,0.18000897404695082
assist2012,temporal,irt_1pl,2027,Main,dense,0.5916450035347429,0.021624542019250403
assist2012,temporal,irt_1pl,2027,Main,medium,0.5332667127617867,0.08587893106958865
assist2012,temporal,irt_1pl,2027,Main,sparse,0.648465513261123,0.13980080028050873
assist2012,temporal,irt_1pl,2027,Main,strict_cold_start,0.5,0.1986694553570768
assist2012,temporal,irt_1pl,2027,Main,very_sparse,0.7402434485325541,0.25043700112098793
assist2012,temporal,irt_1pl,2027,Alt_1,dense,0.5914395149090987,0.02169648880548472
assist2012,temporal,irt_1pl,2027,Alt_1,medium,0.5472082794612672,0.10043437596780051
assist2012,temporal,irt_1pl,2027,Alt_1,sparse,0.6692003862279452,0.17457109476101018
assist2012,temporal,irt_1pl,2027,Alt_1,strict_cold_start,0.5,0.1986694553570768
assist2012,temporal,irt_1pl,2027,Alt_1,very_sparse,0.43703703703703706,0.3436510635761839
assist2012,temporal,irt_1pl,2027,Alt_2,dense,0.5906999997453126,0.020866050686703184
assist2012,temporal,irt_1pl,2027,Alt_2,medium,0.6128342792600483,0.06828442653360753
assist2012,temporal,irt_1pl,2027,Alt_2,sparse,0.5932994040449171,0.1424317551414069
assist2012,temporal,irt_1pl,2027,Alt_2,strict_cold_start,0.5,0.1986694553570768
assist2012,temporal,irt_1pl,2027,Alt_2,very_sparse,0.6870194206975017,0.18112016284368765
assist2012,temporal,simplekt,42,Main,dense,0.6745145614790187,0.1454328430965499
assist2012,temporal,simplekt,42,Main,medium,0.6084006305681182,0.2277191467671695
assist2012,temporal,simplekt,42,Main,sparse,0.6117072276191788,0.3069117575096916
assist2012,temporal,simplekt,42,Main,strict_cold_start,0.4318302140712331,0.18557365584983507
assist2012,temporal,simplekt,42,Main,very_sparse,0.5616995905763636,0.3878599389522039
assist2012,temporal,simplekt,42,Alt_1,dense,0.6744593700527539,0.1455266535473212
assist2012,temporal,simplekt,42,Alt_1,medium,0.6081447455593373,0.24018533240235374
assist2012,temporal,simplekt,42,Alt_1,sparse,0.5535665122279296,0.37929098356248436
assist2012,temporal,simplekt,42,Alt_1,strict_cold_start,0.4318302140712331,0.18557365584983507
assist2012,temporal,simplekt,42,Alt_1,very_sparse,0.47098765432098766,0.591533465371778
assist2012,temporal,simplekt,42,Alt_2,dense,0.6743502067431855,0.1454181006980223
assist2012,temporal,simplekt,42,Alt_2,medium,0.6631549855498186,0.17292915213503
assist2012,temporal,simplekt,42,Alt_2,sparse,0.6023822417057576,0.2592050230170583
assist2012,temporal,simplekt,42,Alt_2,strict_cold_start,0.4318302140712331,0.18557365584983507
assist2012,temporal,simplekt,42,Alt_2,very_sparse,0.5752958930518465,0.3892635340522476
assist2012,temporal,simplekt,2024,Main,dense,0.6759651672864841,0.1446584381806794
assist2012,temporal,simplekt,2024,Main,medium,0.6031738171516496,0.23468016558529958
assist2012,temporal,simplekt,2024,Main,sparse,0.6471071464476276,0.27866811414434534
assist2012,temporal,simplekt,2024,Main,strict_cold_start,0.5902235280329452,0.0667635212680848
assist2012,temporal,simplekt,2024,Main,very_sparse,0.5687886850195062,0.3884320657475215
assist2012,temporal,simplekt,2024,Alt_1,dense,0.6758374582445322,0.14486635991733293
assist2012,temporal,simplekt,2024,Alt_1,medium,0.5914323206400387,0.24238506537360804
assist2012,temporal,simplekt,2024,Alt_1,sparse,0.6200354763346889,0.31725999706411323
assist2012,temporal,simplekt,2024,Alt_1,strict_cold_start,0.5902235280329452,0.0667635212680848
assist2012,temporal,simplekt,2024,Alt_1,very_sparse,0.4469135802469136,0.5551879449527657
assist2012,temporal,simplekt,2024,Alt_2,dense,0.6759396301778706,0.14461718050154015
assist2012,temporal,simplekt,2024,Alt_2,medium,0.6540616082286839,0.17616132370721305
assist2012,temporal,simplekt,2024,Alt_2,sparse,0.6180752152910459,0.24578035796691844
assist2012,temporal,simplekt,2024,Alt_2,strict_cold_start,0.5902235280329452,0.0667635212680848
assist2012,temporal,simplekt,2024,Alt_2,very_sparse,0.6166016149676848,0.35666190294629774
assist2012,temporal,simplekt,2025,Main,dense,0.6747003424257956,0.14471288266796825
assist2012,temporal,simplekt,2025,Main,medium,0.612685549261904,0.2287180730261173
assist2012,temporal,simplekt,2025,Main,sparse,0.5962134216042925,0.36095566200288576
assist2012,temporal,simplekt,2025,Main,strict_cold_start,0.4201142898711208,0.1998199604414589
assist2012,temporal,simplekt,2025,Main,very_sparse,0.54469885995506,0.4280375604508159
assist2012,temporal,simplekt,2025,Alt_1,dense,0.6745751640378803,0.1448334947298825
assist2012,temporal,simplekt,2025,Alt_1,medium,0.5931031163137006,0.27345885518139745
assist2012,temporal,simplekt,2025,Alt_1,sparse,0.5591200138444233,0.3944348843168523
assist2012,temporal,simplekt,2025,Alt_1,strict_cold_start,0.4201142898711208,0.1998199604414589
assist2012,temporal,simplekt,2025,Alt_1,very_sparse,0.4531893004115226,0.5771952543897417
assist2012,temporal,simplekt,2025,Alt_2,dense,0.674070635630205,0.1449593113872486
assist2012,temporal,simplekt,2025,Alt_2,medium,0.678886299178235,0.16116753249134666
assist2012,temporal,simplekt,2025,Alt_2,sparse,0.5690323407764732,0.31406114718741224
assist2012,temporal,simplekt,2025,Alt_2,strict_cold_start,0.4201142898711208,0.1998199604414589
assist2012,temporal,simplekt,2025,Alt_2,very_sparse,0.6165779119194729,0.40291722281246944
assist2012,temporal,simplekt,2026,Main,dense,0.674408844259504,0.14371112550113668
assist2012,temporal,simplekt,2026,Main,medium,0.5898219186396526,0.25165864604232485
assist2012,temporal,simplekt,2026,Main,sparse,0.6548410173252857,0.2726607680507716
assist2012,temporal,simplekt,2026,Main,strict_cold_start,0.6462308186598017,0.0534785114541152
assist2012,temporal,simplekt,2026,Main,very_sparse,0.6040721798706938,0.41996398418510655
assist2012,temporal,simplekt,2026,Alt_1,dense,0.6743156819153271,0.14389315472194844
assist2012,temporal,simplekt,2026,Alt_1,medium,0.5981172296779943,0.2435052805153548
assist2012,temporal,simplekt,2026,Alt_1,sparse,0.5962964201153178,0.3699464979070583
assist2012,temporal,simplekt,2026,Alt_1,strict_cold_start,0.6462308186598017,0.0534785114541152
assist2012,temporal,simplekt,2026,Alt_1,very_sparse,0.49171810699588475,0.5840968713864345
assist2012,temporal,simplekt,2026,Alt_2,dense,0.6742018581721962,0.14358087893694083
assist2012,temporal,simplekt,2026,Alt_2,medium,0.6645264716314131,0.1731011245522767
assist2012,temporal,simplekt,2026,Alt_2,sparse,0.6131463156313594,0.27470679767238526
assist2012,temporal,simplekt,2026,Alt_2,strict_cold_start,0.6462308186598017,0.0534785114541152
assist2012,temporal,simplekt,2026,Alt_2,very_sparse,0.6274718328777081,0.3838055204774608
assist2012,temporal,simplekt,2027,Main,dense,0.6756697656949142,0.14731027587687595
assist2012,temporal,simplekt,2027,Main,medium,0.6286601329704777,0.2156420077298381
assist2012,temporal,simplekt,2027,Main,sparse,0.6491829785491144,0.2559419633056343
assist2012,temporal,simplekt,2027,Main,strict_cold_start,0.5648599059977935,0.09472044913711158
assist2012,temporal,simplekt,2027,Main,very_sparse,0.6015804855185345,0.3155674835189361
assist2012,temporal,simplekt,2027,Alt_1,dense,0.6756174516025993,0.14745051187288544
assist2012,temporal,simplekt,2027,Alt_1,medium,0.6229649966630799,0.22299231397808694
assist2012,temporal,simplekt,2027,Alt_1,sparse,0.6374078677228283,0.2944103822124281
assist2012,temporal,simplekt,2027,Alt_1,strict_cold_start,0.5648599059977935,0.09472044913711158
assist2012,temporal,simplekt,2027,Alt_1,very_sparse,0.4933641975308642,0.4579368857223279
assist2012,temporal,simplekt,2027,Alt_2,dense,0.6755457007303066,0.14744046275065578
assist2012,temporal,simplekt,2027,Alt_2,medium,0.6672885615164821,0.1616635144904487
assist2012,temporal,simplekt,2027,Alt_2,sparse,0.6190546807205805,0.2294768847442303
assist2012,temporal,simplekt,2027,Alt_2,strict_cold_start,0.5648599059977935,0.09472044913711158
assist2012,temporal,simplekt,2027,Alt_2,very_sparse,0.6288426591659687,0.3231796935553353
junyi,learner_based,bkt,42,Main,dense,0.5,0.7041386769759862
junyi,learner_based,bkt,42,Main,medium,0.5,0.5692829457364341
junyi,learner_based,bkt,42,Alt_1,dense,0.5,0.7039536852449907
junyi,learner_based,bkt,42,Alt_1,medium,0.5,0.6701902748414377
junyi,learner_based,bkt,42,Alt_2,dense,0.5,0.7045208738914125
junyi,learner_based,bkt,42,Alt_2,medium,0.5,0.5430238210986874
junyi,learner_based,bkt,42,Alt_2,sparse,0.5,0.6102941176470589
junyi,learner_based,bkt,2024,Main,dense,0.5,0.7041386769759862
junyi,learner_based,bkt,2024,Main,medium,0.5,0.5692829457364341
junyi,learner_based,bkt,2024,Alt_1,dense,0.5,0.7039536852449907
junyi,learner_based,bkt,2024,Alt_1,medium,0.5,0.6701902748414377
junyi,learner_based,bkt,2024,Alt_2,dense,0.5,0.7045208738914125
junyi,learner_based,bkt,2024,Alt_2,medium,0.5,0.5430238210986874
junyi,learner_based,bkt,2024,Alt_2,sparse,0.5,0.6102941176470589
junyi,learner_based,bkt,2025,Main,dense,0.5,0.7075237755122854
junyi,learner_based,bkt,2025,Main,medium,0.5,0.58833502882333
junyi,learner_based,bkt,2025,Alt_1,dense,0.5,0.7074116685243013
junyi,learner_based,bkt,2025,Alt_1,medium,0.5,0.6067415730337079
junyi,learner_based,bkt,2025,Alt_2,dense,0.5,0.7077796174873414
junyi,learner_based,bkt,2025,Alt_2,medium,0.5,0.5444711538461539
junyi,learner_based,bkt,2025,Alt_2,sparse,0.5,0.6666666666666666
junyi,learner_based,dkt,42,Main,dense,0.7328013668335287,0.04051606547312916
junyi,learner_based,dkt,42,Main,medium,0.6195222367441603,0.23543743276469353
junyi,learner_based,dkt,42,Alt_1,dense,0.7326032122219583,0.040734604125355865
junyi,learner_based,dkt,42,Alt_1,medium,0.5913230028398568,0.2572885290880776
junyi,learner_based,dkt,42,Alt_2,dense,0.7330067833358226,0.04021796011094856
junyi,learner_based,dkt,42,Alt_2,medium,0.6272141531989228,0.2142792166318276
junyi,learner_based,dkt,42,Alt_2,sparse,0.6531802442135959,0.25419837463414297
junyi,learner_based,dkt,2024,Main,dense,0.732634920464428,0.040039083978288675
junyi,learner_based,dkt,2024,Main,medium,0.6048671877656222,0.2400633846727605
junyi,learner_based,dkt,2024,Alt_1,dense,0.7324670998739595,0.04021931387688512
junyi,learner_based,dkt,2024,Alt_1,medium,0.548001018589254,0.2942384238030124
junyi,learner_based,dkt,2024,Alt_2,dense,0.7327661033936065,0.0398365042520049
junyi,learner_based,dkt,2024,Alt_2,medium,0.6311406265561179,0.21441339757746172
junyi,learner_based,dkt,2024,Alt_2,sparse,0.5818181818181819,0.2975480793224227
junyi,learner_based,dkt,2025,Main,dense,0.7317139486268225,0.03942481086354294
junyi,learner_based,dkt,2025,Main,medium,0.572385186132343,0.26516587876619
junyi,learner_based,dkt,2025,Alt_1,dense,0.7315414446743578,0.03957205889084852
junyi,learner_based,dkt,2025,Alt_1,medium,0.6300211416490487,0.2615725736642349
junyi,learner_based,dkt,2025,Alt_2,dense,0.7317981357854118,0.03926544351277529
junyi,learner_based,dkt,2025,Alt_2,medium,0.6127624111932345,0.2245065672951762
junyi,learner_based,dkt,2025,Alt_2,sparse,0.5427350427350428,0.2580971849816186
junyi,learner_based,dkt,2026,Main,dense,0.7298150342846463,0.03901191803234123
junyi,learner_based,dkt,2026,Main,medium,0.5686773315319741,0.2773396188531986
junyi,learner_based,dkt,2026,Alt_1,dense,0.7296715648230521,0.039135535070443185
junyi,learner_based,dkt,2026,Alt_1,medium,0.5218067261271582,0.3461618404688632
junyi,learner_based,dkt,2026,Alt_2,dense,0.729980839208088,0.03882174404958141
junyi,learner_based,dkt,2026,Alt_2,medium,0.5919703422607232,0.24436542239496595
junyi,learner_based,dkt,2026,Alt_2,sparse,0.775,0.2656739183834621
junyi,learner_based,irt_1pl,42,Main,dense,0.5,0.001789808454586539
junyi,learner_based,irt_1pl,42,Main,medium,0.5,0.13316496832193803
junyi,learner_based,irt_1pl,42,Alt_1,dense,0.5,0.001606231767898314
junyi,learner_based,irt_1pl,42,Alt_1,medium,0.5,0.0410888925940438
junyi,learner_based,irt_1pl,42,Alt_2,dense,0.5,0.0021712861428514474
junyi,learner_based,irt_1pl,42,Alt_2,medium,0.5,0.16026435949045237
junyi,learner_based,irt_1pl,42,Alt_2,sparse,0.5,0.09095682450560716
junyi,learner_based,irt_1pl,2024,Main,dense,0.5,0.004860864790547925
junyi,learner_based,irt_1pl,2024,Main,medium,0.5,0.13166420022328473
junyi,learner_based,irt_1pl,2024,Alt_1,dense,0.5,0.004728578210857259
junyi,learner_based,irt_1pl,2024,Alt_1,medium,0.5,0.15034273736215176
junyi,learner_based,irt_1pl,2024,Alt_2,dense,0.5,0.005137813279813552
junyi,learner_based,irt_1pl,2024,Alt_2,medium,0.5,0.15715897838492587
junyi,learner_based,irt_1pl,2024,Alt_2,sparse,0.5,0.05781302598694016
junyi,learner_based,irt_1pl,2025,Main,dense,0.5,0.0005926361997303786
junyi,learner_based,irt_1pl,2025,Main,medium,0.5,0.11654787988315296
junyi,learner_based,irt_1pl,2025,Alt_1,dense,0.5,0.0005087598674621274
junyi,learner_based,irt_1pl,2025,Alt_1,medium,0.5,0.09323620745189143
junyi,learner_based,irt_1pl,2025,Alt_2,dense,0.5,0.0007798767665394557
junyi,learner_based,irt_1pl,2025,Alt_2,medium,0.5,0.14923138175864425
junyi,learner_based,irt_1pl,2025,Alt_2,sparse,0.5,0.0396918573910674
junyi,learner_based,irt_1pl,2026,Main,dense,0.5,0.000576534853271915
junyi,learner_based,irt_1pl,2026,Main,medium,0.5,0.11551588307563754
junyi,learner_based,irt_1pl,2026,Alt_1,dense,0.5,0.0005155403093217714
junyi,learner_based,irt_1pl,2026,Alt_1,medium,0.5,0.15812024042103068
junyi,learner_based,irt_1pl,2026,Alt_2,dense,0.5,0.0007342024955422355
junyi,learner_based,irt_1pl,2026,Alt_2,medium,0.5,0.13555320861337683
junyi,learner_based,irt_1pl,2026,Alt_2,sparse,0.5,0.011120428819638595
junyi,learner_based,simplekt,42,Main,dense,0.7260835732525311,0.07510298705163507
junyi,learner_based,simplekt,42,Main,medium,0.7110288165853714,0.09222101875386594
junyi,learner_based,simplekt,42,Alt_1,dense,0.7261256206433129,0.07510440051511952
junyi,learner_based,simplekt,42,Alt_1,medium,0.7131127299666626,0.08891848474740982
junyi,learner_based,simplekt,42,Alt_2,dense,0.7259867048610269,0.07514587016747622
junyi,learner_based,simplekt,42,Alt_2,medium,0.6980483994082742,0.08994073725313485
junyi,learner_based,simplekt,42,Alt_2,sparse,0.7570621468926555,0.156202558673134
junyi,learner_based,simplekt,2024,Main,dense,0.7252371484501037,0.07465690465480324
junyi,learner_based,simplekt,2024,Main,medium,0.6915099286043694,0.0949528978849893
junyi,learner_based,simplekt,2024,Alt_1,dense,0.725266373627752,0.07463866013090435
junyi,learner_based,simplekt,2024,Alt_1,medium,0.6751913816520558,0.1370998481738634
junyi,learner_based,simplekt,2024,Alt_2,dense,0.7251346950898142,0.07468288050521399
junyi,learner_based,simplekt,2024,Alt_2,medium,0.6924627400761054,0.0891719972822374
junyi,learner_based,simplekt,2024,Alt_2,sparse,0.7448514671040641,0.10188169929345971
junyi,learner_based,simplekt,2025,Main,dense,0.72425514477014,0.07853306617773827
junyi,learner_based,simplekt,2025,Main,medium,0.6760132831186402,0.13036716142698543
junyi,learner_based,simplekt,2025,Alt_1,dense,0.7242512846687683,0.07854025031960908
junyi,learner_based,simplekt,2025,Alt_1,medium,0.5656140350877192,0.22763066792017406
junyi,learner_based,simplekt,2025,Alt_2,dense,0.7241441960493299,0.07856369276768409
junyi,learner_based,simplekt,2025,Alt_2,medium,0.6957956187236223,0.09780076622940936
junyi,learner_based,simplekt,2025,Alt_2,sparse,0.5296272355095885,0.2672060751749701
junyi,learner_based,simplekt,2026,Main,dense,0.7183568142189812,0.09126409885073938
junyi,learner_based,simplekt,2026,Main,medium,0.6554388766068944,0.11944929987333153
junyi,learner_based,simplekt,2026,Alt_1,dense,0.718337097940333,0.09126667073375672
junyi,learner_based,simplekt,2026,Alt_1,medium,0.7172080844448082,0.12034619133080447
junyi,learner_based,simplekt,2026,Alt_2,dense,0.7183173038664339,0.09126591716719515
junyi,learner_based,simplekt,2026,Alt_2,medium,0.6765085826434996,0.10878932180052685
junyi,learner_based,simplekt,2026,Alt_2,sparse,0.925,0.19686098822525566
junyi,temporal,bkt,42,Main,dense,0.5000404864694259,0.706783301062874
junyi,temporal,bkt,42,Main,medium,0.5001431881256377,0.5445684117642661
junyi,temporal,bkt,42,Main,sparse,0.49985266340041457,0.6397576782192167
junyi,temporal,bkt,42,Main,strict_cold_start,0.5,0.5203252032520326
junyi,temporal,bkt,42,Alt_1,dense,0.5000459673690448,0.7024714818666754
junyi,temporal,bkt,42,Alt_1,medium,0.500232025912095,0.5407404556650246
junyi,temporal,bkt,42,Alt_1,sparse,0.5,0.8303914044512664
junyi,temporal,bkt,42,Alt_1,strict_cold_start,0.5,0.5203252032520326
junyi,temporal,bkt,42,Alt_2,dense,0.5000375346874516,0.7097340120007901
junyi,temporal,bkt,42,Alt_2,medium,0.5000911922911578,0.5571065283682417
junyi,temporal,bkt,42,Alt_2,sparse,0.5000748926481816,0.5827110471151593
junyi,temporal,bkt,42,Alt_2,strict_cold_start,0.5,0.5203252032520326
junyi,temporal,bkt,42,Alt_2,very_sparse,0.5,0.8303914044512664
junyi,temporal,dkt,42,Main,dense,0.7073433059093617,0.06288748885799753
junyi,temporal,dkt,42,Main,medium,0.5562245188896736,0.2920961754368725
junyi,temporal,dkt,42,Main,sparse,0.518347258259561,0.31313435789414323
junyi,temporal,dkt,42,Main,strict_cold_start,0.5902735111413295,0.04942486101143019
junyi,temporal,dkt,42,Alt_1,dense,0.7011659400110497,0.0690435329165307
junyi,temporal,dkt,42,Alt_1,medium,0.5557959390075676,0.31491589492256866
junyi,temporal,dkt,42,Alt_1,sparse,0.5395047607970094,0.2065259166206305
junyi,temporal,dkt,42,Alt_1,strict_cold_start,0.5902735111413295,0.04942486101143019
junyi,temporal,dkt,42,Alt_2,dense,0.7111731365803089,0.05931821286965297
junyi,temporal,dkt,42,Alt_2,medium,0.5711108977395593,0.26095474864325235
junyi,temporal,dkt,42,Alt_2,sparse,0.5089509243315989,0.35105081568841046
junyi,temporal,dkt,42,Alt_2,strict_cold_start,0.5902735111413295,0.04942486101143019
junyi,temporal,dkt,42,Alt_2,very_sparse,0.5395047607970094,0.2065259166206305
junyi,temporal,dkt,2024,Main,dense,0.7097136292740556,0.05899559117130405
junyi,temporal,dkt,2024,Main,medium,0.5736777284691186,0.2921829651978567
junyi,temporal,dkt,2024,Main,sparse,0.572068650416709,0.2944277870000021
junyi,temporal,dkt,2024,Main,strict_cold_start,0.39998392928887105,0.08013750313541512
junyi,temporal,dkt,2024,Alt_1,dense,0.7041114080727298,0.06513654555581451
junyi,temporal,dkt,2024,Alt_1,medium,0.5714507882511651,0.3150745739434202
junyi,temporal,dkt,2024,Alt_1,sparse,0.5284904703286193,0.1435435923654711
junyi,temporal,dkt,2024,Alt_1,strict_cold_start,0.39998392928887105,0.08013750313541512
junyi,temporal,dkt,2024,Alt_2,dense,0.7133849148823606,0.05511349565160606
junyi,temporal,dkt,2024,Alt_2,medium,0.579530560066579,0.2672217023762552
junyi,temporal,dkt,2024,Alt_2,sparse,0.5415579077859887,0.329202679802877
junyi,temporal,dkt,2024,Alt_2,strict_cold_start,0.39998392928887105,0.08013750313541512
junyi,temporal,dkt,2024,Alt_2,very_sparse,0.5284904703286193,0.1435435923654711
junyi,temporal,dkt,2025,Main,dense,0.7059944157481606,0.06523836728557456
junyi,temporal,dkt,2025,Main,medium,0.5707851252690236,0.29580316181352395
junyi,temporal,dkt,2025,Main,sparse,0.5627292932476153,0.29898217121516535
junyi,temporal,dkt,2025,Main,strict_cold_start,0.560258367586612,0.027888730853386137
junyi,temporal,dkt,2025,Alt_1,dense,0.7000055045027765,0.07145748809112155
junyi,temporal,dkt,2025,Alt_1,medium,0.5755219307705335,0.311169129126567
junyi,temporal,dkt,2025,Alt_1,sparse,0.5744538895727721,0.12088772420079799
junyi,temporal,dkt,2025,Alt_1,strict_cold_start,0.560258367586612,0.027888730853386137
junyi,temporal,dkt,2025,Alt_2,dense,0.7099166399347395,0.06138949585898615
junyi,temporal,dkt,2025,Alt_2,medium,0.5789606236061654,0.2721908224600068
junyi,temporal,dkt,2025,Alt_2,sparse,0.5460737024319736,0.32683267102290364
junyi,temporal,dkt,2025,Alt_2,strict_cold_start,0.560258367586612,0.027888730853386137
junyi,temporal,dkt,2025,Alt_2,very_sparse,0.5744538895727721,0.12088772420079799
junyi,temporal,dkt,2026,Main,dense,0.7051059879038605,0.06566941757569889
junyi,temporal,dkt,2026,Main,medium,0.5743788410604598,0.2963496467813913
junyi,temporal,dkt,2026,Main,sparse,0.5468742725657966,0.305095022157793
junyi,temporal,dkt,2026,Main,strict_cold_start,0.4571276694378342,0.012462394984625598
junyi,temporal,dkt,2026,Alt_1,dense,0.6990167245225493,0.0718712885864761
junyi,temporal,dkt,2026,Alt_1,medium,0.5716949774322997,0.3131950557888816
junyi,temporal,dkt,2026,Alt_1,sparse,0.5561909746790863,0.14706233653037665
junyi,temporal,dkt,2026,Alt_1,strict_cold_start,0.4571276694378342,0.012462394984625598
junyi,temporal,dkt,2026,Alt_2,dense,0.7085290335298766,0.06170819111026925
junyi,temporal,dkt,2026,Alt_2,medium,0.5870878071151313,0.27249228241832824
junyi,temporal,dkt,2026,Alt_2,sparse,0.5257262064020644,0.33892257370068335
junyi,temporal,dkt,2026,Alt_2,strict_cold_start,0.4571276694378342,0.012462394984625598
junyi,temporal,dkt,2026,Alt_2,very_sparse,0.5561909746790863,0.14706233653037665
junyi,temporal,dkt,2027,Main,dense,0.7055285512621358,0.06528622184535467
junyi,temporal,dkt,2027,Main,medium,0.5697828590285092,0.30030586099469897
