dataset,split_mode,model,seed,bucket,bin_id,n_bin,conf_bin,acc_bin,gap_bin
junyi,temporal,dkt,42,sparse,14,2922,0.9659356449582167,0.6293634496919918,0.33657219526622495
junyi,temporal,dkt,42,very_sparse,0,39,0.03242267247361055,0.5897435897435898,0.5573209172699792
junyi,temporal,dkt,42,very_sparse,1,28,0.10183736495673654,0.6071428571428571,0.5053054921861205
junyi,temporal,dkt,42,very_sparse,2,35,0.17143436968326564,0.6,0.42856563031673434
junyi,temporal,dkt,42,very_sparse,3,34,0.23322519616169085,0.5294117647058824,0.2961865685441915
junyi,temporal,dkt,42,very_sparse,4,56,0.29955175359334263,0.5357142857142857,0.23616253212094307
junyi,temporal,dkt,42,very_sparse,5,73,0.37105256482346416,0.547945205479452,0.17689264065598787
junyi,temporal,dkt,42,very_sparse,6,95,0.43595832335321527,0.5263157894736842,0.09035746612046891
junyi,temporal,dkt,42,very_sparse,7,149,0.5002570736328228,0.4966442953020134,0.003612778330809363
junyi,temporal,dkt,42,very_sparse,8,136,0.5686110819087309,0.5073529411764706,0.061258140732260324
junyi,temporal,dkt,42,very_sparse,9,166,0.6331694632409567,0.5843373493975904,0.048832113843366276
junyi,temporal,dkt,42,very_sparse,10,199,0.7020409556489494,0.5376884422110553,0.16435251343789414
junyi,temporal,dkt,42,very_sparse,11,252,0.7682115180151803,0.503968253968254,0.26424326404692633
junyi,temporal,dkt,42,very_sparse,12,358,0.8357504383145764,0.5027932960893855,0.3329571422251909
junyi,temporal,dkt,42,very_sparse,13,429,0.9007592440207244,0.48717948717948717,0.4135797568412372
junyi,temporal,dkt,42,very_sparse,14,496,0.9651637740673558,0.5,0.46516377406735576
junyi,temporal,simplekt,42,dense,0,44256,0.03425066531215695,0.7089886117136659,0.674737946401509
junyi,temporal,simplekt,42,dense,1,58962,0.10152382339268393,0.7036226722295715,0.6020988488368876
junyi,temporal,simplekt,42,dense,2,75698,0.16803464324208225,0.7085391952231235,0.5405045519810412
junyi,temporal,simplekt,42,dense,3,96462,0.23452164062404515,0.7054798780867078,0.47095823746266263
junyi,temporal,simplekt,42,dense,4,115947,0.3007125334206514,0.7075560385348478,0.4068435051141964
junyi,temporal,simplekt,42,dense,5,135161,0.3675194113928256,0.7073712091505686,0.339851797757743
junyi,temporal,simplekt,42,dense,6,154398,0.434116486564251,0.7076386999831604,0.2735222134189094
junyi,temporal,simplekt,42,dense,7,201193,0.5004709875345221,0.7092244760006561,0.20875348846613395
junyi,temporal,simplekt,42,dense,8,189646,0.5670850863570928,0.706716724845238,0.1396316384881452
junyi,temporal,simplekt,42,dense,9,205672,0.6338011259127235,0.7075975339375316,0.07379640802480802
junyi,temporal,simplekt,42,dense,10,219731,0.7002905800305006,0.7073694653917745,0.007078885361273879
junyi,temporal,simplekt,42,dense,11,232126,0.7669219713807892,0.7084772925049326,0.05844467887585658
junyi,temporal,simplekt,42,dense,12,241959,0.8336434568087957,0.7072768526899186,0.12636660411887712
junyi,temporal,simplekt,42,dense,13,278885,0.9013369781399863,0.7075138497947182,0.19382312834526805
junyi,temporal,simplekt,42,dense,14,822671,0.9812264432639564,0.7065096496655406,0.2747167935984157
junyi,temporal,simplekt,42,medium,0,2077,0.03396649604967486,0.5493500240731825,0.5153835280235076
junyi,temporal,simplekt,42,medium,1,2666,0.1024263417019892,0.5487621905476369,0.4463358488456477
junyi,temporal,simplekt,42,medium,2,3638,0.16796797411971987,0.528587135788895,0.3606191616691752
junyi,temporal,simplekt,42,medium,3,4936,0.23458623217729735,0.5303889789303079,0.29580274675301055
junyi,temporal,simplekt,42,medium,4,5872,0.30087325561598793,0.5388283378746594,0.2379550822586715
junyi,temporal,simplekt,42,medium,5,6894,0.3678206708428131,0.5425007252683492,0.17468005442553614
junyi,temporal,simplekt,42,medium,6,7660,0.43385470495911865,0.5373368146214099,0.10348210966229127
junyi,temporal,simplekt,42,medium,7,9970,0.5007170429141256,0.5529588766298896,0.052241833715764074
junyi,temporal,simplekt,42,medium,8,9497,0.5672631220176394,0.5458565862904075,0.021406535727231946
junyi,temporal,simplekt,42,medium,9,10172,0.6333497625563588,0.5475815965395202,0.08576816601683857
junyi,temporal,simplekt,42,medium,10,10683,0.7002505192336637,0.5441355424506225,0.1561149767830412
junyi,temporal,simplekt,42,medium,11,11437,0.7671207049160432,0.538777651482032,0.22834305343401118
junyi,temporal,simplekt,42,medium,12,11922,0.8332386827922831,0.552591847005536,0.2806468357867471
junyi,temporal,simplekt,42,medium,13,13633,0.9015347600105633,0.5491821315924594,0.3523526284181039
junyi,temporal,simplekt,42,medium,14,40540,0.981077438995764,0.5477799703996054,0.4332974685961587
junyi,temporal,simplekt,42,sparse,0,242,0.036945000203799656,0.6776859504132231,0.6407409502094235
junyi,temporal,simplekt,42,sparse,1,233,0.10081695678919679,0.6566523605150214,0.5558354037258246
junyi,temporal,simplekt,42,sparse,2,397,0.16928291977652976,0.6221662468513854,0.4528833270748557
junyi,temporal,simplekt,42,sparse,3,512,0.23460656005772762,0.650390625,0.4157840649422724
junyi,temporal,simplekt,42,sparse,4,569,0.300656837560171,0.6818980667838312,0.38124122922366027
junyi,temporal,simplekt,42,sparse,5,661,0.3668202875060862,0.6444780635400907,0.27765777603400454
junyi,temporal,simplekt,42,sparse,6,744,0.43357319144472,0.6344086021505376,0.20083541070581762
junyi,temporal,simplekt,42,sparse,7,1095,0.5008963398465283,0.645662100456621,0.14476576061009272
junyi,temporal,simplekt,42,sparse,8,961,0.5665200860021514,0.63579604578564,0.06927595978348855
junyi,temporal,simplekt,42,sparse,9,1026,0.6323303520447097,0.6159844054580896,0.01634594658662003
junyi,temporal,simplekt,42,sparse,10,1167,0.701154005864592,0.6529562982005142,0.04819770766407783
junyi,temporal,simplekt,42,sparse,11,1252,0.7674591810272905,0.634185303514377,0.13327387751291353
junyi,temporal,simplekt,42,sparse,12,1385,0.8330341357186383,0.6411552346570397,0.19187890106159855
junyi,temporal,simplekt,42,sparse,13,1503,0.9017393500584407,0.6586826347305389,0.24305671532790185
junyi,temporal,simplekt,42,sparse,14,4459,0.981285245315888,0.6270464229647903,0.3542388223510977
junyi,temporal,simplekt,42,very_sparse,0,24,0.03762439861505599,0.6666666666666666,0.6290422680516107
junyi,temporal,simplekt,42,very_sparse,1,48,0.10220872750505801,0.4375,0.335291272494942
junyi,temporal,simplekt,42,very_sparse,2,68,0.1641313083031598,0.6323529411764706,0.46822163287331076
junyi,temporal,simplekt,42,very_sparse,3,61,0.23636556086970156,0.5901639344262295,0.35379837355652793
junyi,temporal,simplekt,42,very_sparse,4,65,0.29969810064022356,0.5230769230769231,0.22337882243669954
junyi,temporal,simplekt,42,very_sparse,5,112,0.36702652142516207,0.5892857142857143,0.22225919286055223
junyi,temporal,simplekt,42,very_sparse,6,108,0.4344168076360667,0.5185185185185185,0.08410171088245177
junyi,temporal,simplekt,42,very_sparse,7,149,0.5007443562049994,0.5302013422818792,0.029456986076879854
junyi,temporal,simplekt,42,very_sparse,8,143,0.5663998281205451,0.48951048951048953,0.07688933861005559
junyi,temporal,simplekt,42,very_sparse,9,179,0.6341313479998925,0.4748603351955307,0.15927101280436173
junyi,temporal,simplekt,42,very_sparse,10,192,0.7013625521212816,0.4583333333333333,0.2430292187879483
junyi,temporal,simplekt,42,very_sparse,11,192,0.767270041629672,0.5208333333333334,0.24643670829633868
junyi,temporal,simplekt,42,very_sparse,12,216,0.8337717754421411,0.4861111111111111,0.34766066433103
junyi,temporal,simplekt,42,very_sparse,13,261,0.903722880672221,0.5172413793103449,0.3864815013618761
junyi,temporal,simplekt,42,very_sparse,14,727,0.9819338369238327,0.517193947730399,0.4647398891934338
