dataset,model,n_unique_partitions,n_partition_dfar_gt0,partition_mean_dfar,partition_min_dfar,partition_max_dfar,n_runs,n_runs_dfar_gt0,five_run_mean_dfar,five_run_sd_dfar,dup_rule,dfar_seed42,dfar_seed2024,dfar_seed2025,dfar_seed2026,dfar_seed2027,dfar_partition_2025_2026
assist2012,T-KT,4,4,0.05558723725884052,0.014973079819732598,0.0866630588764536,5,5,0.047464405771018944,0.03274593018620004,average seeds 2025 and 2026 first,0.0717576512786266,0.0866630588764536,0.0100287536295863,0.0199174060098789,0.0489551590605493,0.014973079819732598
assist2012,DKT,4,3,0.040331089561867324,-0.0106605241449788,0.0963723298777947,5,3,0.03317938900155434,0.047715261493157315,average seeds 2025 and 2026 first,0.0963723298777947,0.071039965754351,-0.0032241245708726,0.0123692980914774,-0.0106605241449788,0.004572586760302399
